model,split,embdim,batchsize,depth,trainacc,testacc,tp,tn,fp,fn,recall,precision,epoch,epochtime,besttime,trainingtime
rw-ANSed-rand,2,8,12,0,95.38,88.00,30,36,4,5,85.71,88.24,33,4.67,122.01,154.03
rw-ANSed-rand,2,8,12,0,96.31,88.00,30,36,4,5,85.71,88.24,34,4.66,122.01,158.33
rw-ANSed-rand,2,8,12,0,92.92,88.00,29,37,3,6,82.86,90.62,35,4.65,122.01,162.63
rw-ANSed-rand,2,8,12,0,94.77,86.67,30,35,5,5,85.71,85.71,36,4.66,122.01,167.84
rw-ANSed-rand,2,8,12,0,94.77,85.33,28,36,4,7,80.00,87.50,37,4.68,122.01,173.00
rw-ANSed-rand,2,8,12,0,95.38,84.00,28,35,5,7,80.00,84.85,38,4.68,122.01,177.72
rw-numbers-rand,2,8,12,0,48.92,46.67,35,0,40,0,100.00,46.67,1,4.97,4.97,4.97
rw-numbers-rand,2,8,12,0,75.08,74.67,22,34,6,13,62.86,78.57,2,5.17,10.33,10.33
rw-numbers-rand,2,8,12,0,59.38,60.00,5,40,0,30,14.29,100.00,3,5.07,10.33,15.21
rw-numbers-rand,2,8,12,0,60.92,62.67,7,40,0,28,20.00,100.00,4,4.90,10.33,19.61
rw-numbers-rand,2,8,12,0,71.08,72.00,15,39,1,20,42.86,93.75,5,4.88,10.33,24.39
rw-numbers-rand,2,8,12,0,85.23,85.33,29,35,5,6,82.86,85.29,6,4.87,29.23,29.23
rw-numbers-rand,2,8,12,0,84.31,86.67,31,34,6,4,88.57,83.78,7,4.87,34.12,34.12
rw-numbers-rand,2,8,12,0,84.00,82.67,33,29,11,2,94.29,75.00,8,4.85,34.12,38.77
rw-numbers-rand,2,8,12,0,86.77,90.67,31,37,3,4,88.57,91.18,9,4.85,43.63,43.63
rw-numbers-rand,2,8,12,0,84.31,84.00,26,37,3,9,74.29,89.66,10,4.83,43.63,48.32
rw-numbers-rand,2,8,12,0,88.00,88.00,32,34,6,3,91.43,84.21,11,4.83,43.63,53.18
rw-numbers-rand,2,8,12,0,90.15,88.00,33,33,7,2,94.29,82.50,12,4.78,43.63,57.33
rw-numbers-rand,2,8,12,0,82.46,80.00,34,26,14,1,97.14,70.83,13,4.76,43.63,61.82
rw-numbers-rand,2,8,12,0,88.92,85.33,27,37,3,8,77.14,90.00,14,4.73,43.63,66.28
rw-numbers-rand,2,8,12,0,90.46,90.67,32,36,4,3,91.43,88.89,15,4.74,71.15,71.15
rw-numbers-rand,2,8,12,0,90.15,90.67,32,36,4,3,91.43,88.89,16,4.75,75.92,75.92
rw-numbers-rand,2,8,12,0,91.08,90.67,32,36,4,3,91.43,88.89,17,4.77,81.06,81.06
rw-numbers-rand,2,8,12,0,92.31,89.33,31,36,4,4,88.57,88.57,18,4.80,81.06,86.43
rw-numbers-rand,2,8,12,0,91.69,88.00,32,34,6,3,91.43,84.21,19,4.81,81.06,91.33
rw-numbers-rand,2,8,12,0,92.00,90.67,32,36,4,3,91.43,88.89,20,4.80,95.95,95.95
rw-numbers-rand,2,8,12,0,92.31,92.00,33,36,4,2,94.29,89.19,21,4.79,100.59,100.59
rw-numbers-rand,2,8,12,0,92.62,92.00,33,36,4,2,94.29,89.19,22,4.81,105.81,105.81
rw-numbers-rand,2,8,12,0,93.23,93.33,33,37,3,2,94.29,91.67,23,4.82,110.87,110.87
rw-numbers-rand,2,8,12,0,93.54,93.33,33,37,3,2,94.29,91.67,24,4.81,115.43,115.43
rw-numbers-rand,2,8,12,0,93.54,92.00,32,37,3,3,91.43,91.43,25,4.82,115.43,120.44
rw-numbers-rand,2,8,12,0,94.15,92.00,32,37,3,3,91.43,91.43,26,4.81,115.43,125.17
rw-numbers-rand,2,8,12,0,94.46,92.00,32,37,3,3,91.43,91.43,27,4.83,115.43,130.44
rw-numbers-rand,2,8,12,0,85.23,82.67,24,38,2,11,68.57,92.31,28,4.83,115.43,135.29
rw-numbers-rand,2,8,12,0,84.62,77.33,20,38,2,15,57.14,90.91,29,4.84,115.43,140.35
rw-numbers-rand,2,8,12,0,87.69,81.33,24,37,3,11,68.57,88.89,30,4.82,115.43,144.74
rw-numbers-rand,2,8,12,0,87.38,85.33,27,37,3,8,77.14,90.00,31,4.80,115.43,148.77
rw-numbers-rand,2,8,12,0,87.69,86.67,28,37,3,7,80.00,90.32,32,4.79,115.43,153.19
rw-numbers-rand,2,8,12,0,91.69,86.67,28,37,3,7,80.00,90.32,33,4.78,115.43,157.58
rw-numbers-rand,2,8,12,0,88.62,84.00,28,35,5,7,80.00,84.85,34,4.78,115.43,162.61
rw-numbers-rand,2,8,12,0,89.54,86.67,28,37,3,7,80.00,90.32,35,4.78,115.43,167.38
rw-numbers-rand,2,8,12,0,90.77,88.00,29,37,3,6,82.86,90.62,36,4.78,115.43,172.15
rw-numbers-rand,2,8,12,0,91.69,88.00,29,37,3,6,82.86,90.62,37,4.79,115.43,177.15
rw-numbers-rand,2,8,12,0,91.69,88.00,29,37,3,6,82.86,90.62,38,4.78,115.43,181.59
rw-numbers-rand,2,8,12,0,92.00,88.00,29,37,3,6,82.86,90.62,39,4.83,115.43,188.18
rw-Raw-rand,2,8,12,0,51.08,53.33,0,40,0,35,0.00,0.00,1,4.91,4.91,4.91
rw-Raw-rand,2,8,12,0,51.08,53.33,0,40,0,35,0.00,0.00,2,5.03,10.05,10.05
rw-Raw-rand,2,8,12,0,67.08,65.33,10,39,1,25,28.57,90.91,3,4.95,14.86,14.86
rw-Raw-rand,2,8,12,0,80.31,80.00,34,26,14,1,97.14,70.83,4,4.79,19.17,19.17
rw-Raw-rand,2,8,12,0,76.62,66.67,24,26,14,11,68.57,63.16,5,4.83,19.17,24.13
rw-Raw-rand,2,8,12,0,84.92,80.00,25,35,5,10,71.43,83.33,6,4.75,28.53,28.53
rw-Raw-rand,2,8,12,0,85.23,80.00,26,34,6,9,74.29,81.25,7,4.74,33.21,33.21
rw-Raw-rand,2,8,12,0,84.92,78.67,25,34,6,10,71.43,80.65,8,4.72,33.21,37.80
rw-Raw-rand,2,8,12,0,90.46,85.33,31,33,7,4,88.57,81.58,9,4.76,42.81,42.81
rw-Raw-rand,2,8,12,0,88.31,81.33,28,33,7,7,80.00,80.00,10,4.73,42.81,47.34
rw-Raw-rand,2,8,12,0,89.54,85.33,30,34,6,5,85.71,83.33,11,4.71,51.85,51.85
rw-Raw-rand,2,8,12,0,92.92,85.33,30,34,6,5,85.71,83.33,12,4.70,56.37,56.37
rw-Raw-rand,2,8,12,0,92.62,81.33,27,34,6,8,77.14,81.82,13,4.70,56.37,61.12
rw-Raw-rand,2,8,12,0,92.31,81.33,27,34,6,8,77.14,81.82,14,4.69,56.37,65.67
rw-Raw-rand,2,8,12,0,92.62,82.67,28,34,6,7,80.00,82.35,15,4.68,56.37,70.27
rw-Raw-rand,2,8,12,0,92.31,81.33,27,34,6,8,77.14,81.82,16,4.68,56.37,74.81
rw-Raw-rand,2,8,12,0,92.00,88.00,32,34,6,3,91.43,84.21,17,4.67,79.41,79.41
rw-Raw-rand,2,8,12,0,91.08,85.33,32,32,8,3,91.43,80.00,18,4.68,79.41,84.16
rw-Raw-rand,2,8,12,0,92.92,89.33,33,34,6,2,94.29,84.62,19,4.68,88.94,88.94
rw-Raw-rand,2,8,12,0,92.31,90.67,33,35,5,2,94.29,86.84,20,4.67,93.45,93.45
rw-Raw-rand,2,8,12,0,92.92,90.67,33,35,5,2,94.29,86.84,21,4.70,98.76,98.76
rw-Raw-rand,2,8,12,0,93.54,90.67,33,35,5,2,94.29,86.84,22,4.71,103.54,103.54
rw-Raw-rand,2,8,12,0,93.85,89.33,32,35,5,3,91.43,86.49,23,4.69,103.54,107.94
rw-Raw-rand,2,8,12,0,93.85,89.33,32,35,5,3,91.43,86.49,24,4.72,103.54,113.20
rw-Raw-rand,2,8,12,0,93.85,89.33,32,35,5,3,91.43,86.49,25,4.73,103.54,118.35
rw-Raw-rand,2,8,12,0,93.85,89.33,33,34,6,2,94.29,84.62,26,4.75,103.54,123.41
rw-Raw-rand,2,8,12,0,94.15,89.33,32,35,5,3,91.43,86.49,27,4.74,103.54,127.95
rw-Raw-rand,2,8,12,0,93.85,89.33,32,35,5,3,91.43,86.49,28,4.73,103.54,132.57
rw-Raw-rand,2,8,12,0,94.46,90.67,33,35,5,2,94.29,86.84,29,4.73,137.07,137.07
rw-Raw-rand,2,8,12,0,94.46,90.67,33,35,5,2,94.29,86.84,30,4.74,142.06,142.06
rw-Raw-rand,2,8,12,0,94.15,89.33,32,35,5,3,91.43,86.49,31,4.75,142.06,147.17
rw-Raw-rand,2,8,12,0,94.77,88.00,32,34,6,3,91.43,84.21,32,4.76,142.06,152.40
rw-Raw-rand,2,8,12,0,87.08,81.33,34,27,13,1,97.14,72.34,33,4.77,142.06,157.53
rw-Raw-rand,2,8,12,0,89.85,89.33,32,35,5,3,91.43,86.49,34,4.76,142.06,161.81
rw-Raw-rand,2,8,12,0,91.08,86.67,33,32,8,2,94.29,80.49,35,4.76,142.06,166.65
rw-Raw-rand,2,8,12,0,91.69,88.00,33,33,7,2,94.29,82.50,36,4.77,142.06,171.68
rw-Raw-rand,2,8,12,0,93.85,92.00,33,36,4,2,94.29,89.19,37,4.77,176.43,176.43
rw-lower-pw,3,8,12,0,53.27,29.11,23,0,56,0,100.00,29.11,1,6.84,6.84,6.84
rw-lower-pw,3,8,12,0,53.27,29.11,23,0,56,0,100.00,29.11,2,7.01,14.01,14.01
rw-lower-pw,3,8,12,0,53.27,29.11,23,0,56,0,100.00,29.11,3,7.01,21.02,21.02
rw-lower-pw,3,8,12,0,53.27,29.11,23,0,56,0,100.00,29.11,4,6.97,27.90,27.90
rw-lower-pw,3,8,12,0,61.99,35.44,23,5,51,0,100.00,31.08,5,6.95,34.75,34.75
rw-lower-pw,3,8,12,0,80.37,75.95,8,52,4,15,34.78,66.67,6,6.82,40.92,40.92
rw-lower-pw,3,8,12,0,76.95,74.68,17,42,14,6,73.91,54.84,7,6.85,40.92,47.93
rw-lower-pw,3,8,12,0,80.37,78.48,16,46,10,7,69.57,61.54,8,6.89,55.14,55.14
rw-lower-pw,3,8,12,0,83.18,77.22,13,48,8,10,56.52,61.90,9,6.81,55.14,61.31
rw-lower-pw,3,8,12,0,91.59,81.01,12,52,4,11,52.17,75.00,10,6.73,67.34,67.34
rw-lower-pw,3,8,12,0,90.97,81.01,12,52,4,11,52.17,75.00,11,6.71,73.77,73.77
rw-lower-pw,3,8,12,0,91.59,79.75,11,52,4,12,47.83,73.33,12,6.72,73.77,80.62
rw-lower-pw,3,8,12,0,90.97,75.95,15,45,11,8,65.22,57.69,13,6.71,73.77,87.20
rw-lower-pw,3,8,12,0,91.28,60.76,18,30,26,5,78.26,40.91,14,6.70,73.77,93.78
rw-lower-pw,3,8,12,0,90.97,74.68,14,45,11,9,60.87,56.00,15,6.67,73.77,100.02
rw-lower-pw,3,8,12,0,91.59,78.48,14,48,8,9,60.87,63.64,16,6.68,73.77,106.91
rw-lower-pw,3,8,12,0,92.21,83.54,14,52,4,9,60.87,77.78,17,6.64,112.94,112.94
rw-lower-pw,3,8,12,0,92.52,81.01,12,52,4,11,52.17,75.00,18,6.66,112.94,119.97
rw-lower-pw,3,8,12,0,92.83,79.75,11,52,4,12,47.83,73.33,19,6.69,112.94,127.09
rw-lower-pw,3,8,12,0,93.46,74.68,14,45,11,9,60.87,56.00,20,6.69,112.94,133.81
rw-lower-pw,3,8,12,0,93.77,74.68,14,45,11,9,60.87,56.00,21,6.73,112.94,141.23
rw-lower-pw,3,8,12,0,93.46,78.48,13,49,7,10,56.52,65.00,22,6.72,112.94,147.75
rw-lower-pw,3,8,12,0,93.77,82.28,11,54,2,12,47.83,84.62,23,6.72,112.94,154.54
rw-lower-pw,3,8,12,0,93.46,82.28,11,54,2,12,47.83,84.62,24,6.74,112.94,161.71
rw-lower-pw,3,8,12,0,94.08,81.01,10,54,2,13,43.48,83.33,25,6.76,112.94,168.94
rw-lower-pw,3,8,12,0,92.83,81.01,10,54,2,13,43.48,83.33,26,6.76,112.94,175.71
rw-lower-pw,3,8,12,0,93.15,81.01,10,54,2,13,43.48,83.33,27,6.74,112.94,182.09
rw-lower-pw,3,8,12,0,93.77,78.48,10,52,4,13,43.48,71.43,28,6.73,112.94,188.55
rw-lower-pw,3,8,12,0,94.08,78.48,10,52,4,13,43.48,71.43,29,6.73,112.94,195.27
rw-prefix-pw,3,8,12,0,53.27,29.11,23,0,56,0,100.00,29.11,1,6.49,6.49,6.49
rw-prefix-pw,3,8,12,0,53.27,29.11,23,0,56,0,100.00,29.11,2,6.07,12.14,12.14
rw-prefix-pw,3,8,12,0,53.27,29.11,23,0,56,0,100.00,29.11,3,6.01,18.02,18.02
rw-prefix-pw,3,8,12,0,53.27,29.11,23,0,56,0,100.00,29.11,4,6.03,24.12,24.12
rw-prefix-pw,3,8,12,0,71.34,41.77,23,10,46,0,100.00,33.33,5,6.01,30.05,30.05
rw-prefix-pw,3,8,12,0,79.13,65.82,20,32,24,3,86.96,45.45,6,5.96,35.77,35.77
rw-prefix-pw,3,8,12,0,83.80,73.42,2,56,0,21,8.70,100.00,7,6.08,42.55,42.55
rw-prefix-pw,3,8,12,0,88.47,68.35,2,52,4,21,8.70,33.33,8,6.02,42.55,48.14
rw-prefix-pw,3,8,12,0,89.41,68.35,2,52,4,21,8.70,33.33,9,6.04,42.55,54.38
rw-prefix-pw,3,8,12,0,89.72,68.35,2,52,4,21,8.70,33.33,10,6.04,42.55,60.39
rw-prefix-pw,3,8,12,0,89.10,72.15,2,55,1,21,8.70,66.67,11,6.03,42.55,66.30
rw-prefix-pw,3,8,12,0,90.34,72.15,2,55,1,21,8.70,66.67,12,6.06,42.55,72.74
rw-prefix-pw,3,8,12,0,90.97,72.15,2,55,1,21,8.70,66.67,13,6.08,42.55,79.01
rw-prefix-pw,3,8,12,0,90.97,72.15,2,55,1,21,8.70,66.67,14,6.06,42.55,84.84
rw-prefix-pw,3,8,12,0,90.97,72.15,2,55,1,21,8.70,66.67,15,6.05,42.55,90.75
rw-prefix-pw,3,8,12,0,91.59,72.15,2,55,1,21,8.70,66.67,16,6.05,42.55,96.85
rw-prefix-pw,3,8,12,0,91.90,72.15,2,55,1,21,8.70,66.67,17,6.05,42.55,102.87
rw-prefix-pw,3,8,12,0,91.28,72.15,2,55,1,21,8.70,66.67,18,6.07,42.55,109.20
rw-prefix-pw,3,8,12,0,92.52,72.15,2,55,1,21,8.70,66.67,19,6.08,42.55,115.58
rw-prefix-pw,3,8,12,0,92.21,75.95,12,48,8,11,52.17,60.00,20,6.09,121.73,121.73
rw-prefix-pw,3,8,12,0,93.46,75.95,12,48,8,11,52.17,60.00,21,6.09,127.92,127.92
rw-prefix-pw,3,8,12,0,94.08,74.68,11,48,8,12,47.83,57.89,22,6.09,127.92,134.09
rw-prefix-pw,3,8,12,0,94.08,64.56,3,48,8,20,13.04,27.27,23,6.11,127.92,140.54
rw-prefix-pw,3,8,12,0,94.39,69.62,3,52,4,20,13.04,42.86,24,6.11,127.92,146.54
rw-prefix-pw,3,8,12,0,94.08,73.42,3,55,1,20,13.04,75.00,25,6.11,127.92,152.85
rw-prefix-pw,3,8,12,0,94.39,72.15,2,55,1,21,8.70,66.67,26,6.11,127.92,158.81
rw-prefix-pw,3,8,12,0,94.08,72.15,2,55,1,21,8.70,66.67,27,6.12,127.92,165.24
rw-prefix-pw,3,8,12,0,94.39,70.89,1,55,1,22,4.35,50.00,28,6.13,127.92,171.73
rw-ANSed-pw,3,8,12,0,53.27,29.11,23,0,56,0,100.00,29.11,1,5.36,5.36,5.36
rw-ANSed-pw,3,8,12,0,53.27,29.11,23,0,56,0,100.00,29.11,2,5.19,10.38,10.38
rw-ANSed-pw,3,8,12,0,53.27,29.11,23,0,56,0,100.00,29.11,3,5.17,15.50,15.50
rw-ANSed-pw,3,8,12,0,53.27,29.11,23,0,56,0,100.00,29.11,4,5.08,20.30,20.30
rw-ANSed-pw,3,8,12,0,53.27,29.11,23,0,56,0,100.00,29.11,5,5.14,25.70,25.70
rw-ANSed-pw,3,8,12,0,83.80,73.42,15,43,13,8,65.22,53.57,6,5.11,30.67,30.67
rw-ANSed-pw,3,8,12,0,82.55,74.68,22,37,19,1,95.65,53.66,7,5.11,35.74,35.74
rw-ANSed-pw,3,8,12,0,81.00,58.23,23,23,33,0,100.00,41.07,8,5.10,35.74,40.78
rw-ANSed-pw,3,8,12,0,90.65,81.01,20,44,12,3,86.96,62.50,9,5.07,45.59,45.59
rw-ANSed-pw,3,8,12,0,89.10,79.75,12,51,5,11,52.17,70.59,10,5.04,45.59,50.37
rw-ANSed-pw,3,8,12,0,89.10,68.35,2,52,4,21,8.70,33.33,11,5.01,45.59,55.08
rw-ANSed-pw,3,8,12,0,89.41,67.09,2,51,5,21,8.70,28.57,12,4.98,45.59,59.82
rw-ANSed-pw,3,8,12,0,93.15,79.75,13,50,6,10,56.52,68.42,13,4.97,45.59,64.57
rw-ANSed-pw,3,8,12,0,92.83,79.75,14,49,7,9,60.87,66.67,14,4.96,45.59,69.51
rw-ANSed-pw,3,8,12,0,91.90,79.75,12,51,5,11,52.17,70.59,15,4.96,45.59,74.37
rw-ANSed-pw,3,8,12,0,93.46,78.48,12,50,6,11,52.17,66.67,16,4.94,45.59,79.11
rw-ANSed-pw,3,8,12,0,93.46,78.48,14,48,8,9,60.87,63.64,17,4.95,45.59,84.19
rw-ANSed-pw,3,8,12,0,93.46,75.95,12,48,8,11,52.17,60.00,18,4.91,45.59,88.47
rw-ANSed-pw,3,8,12,0,93.46,78.48,14,48,8,9,60.87,63.64,19,4.90,45.59,93.12
rw-ANSed-pw,3,8,12,0,93.46,75.95,12,48,8,11,52.17,60.00,20,4.90,45.59,98.05
rw-ANSed-pw,3,8,12,0,93.46,77.22,12,49,7,11,52.17,63.16,21,4.90,45.59,102.84
rw-ANSed-pw,3,8,12,0,93.46,72.15,12,45,11,11,52.17,52.17,22,4.89,45.59,107.64
rw-ANSed-pw,3,8,12,0,93.77,72.15,12,45,11,11,52.17,52.17,23,4.89,45.59,112.55
rw-ANSed-pw,3,8,12,0,89.72,62.03,17,32,24,6,73.91,41.46,24,4.90,45.59,117.58
rw-ANSed-pw,3,8,12,0,83.80,37.97,22,8,48,1,95.65,31.43,25,4.89,45.59,122.31
rw-ANSed-pw,3,8,12,0,91.59,54.43,19,24,32,4,82.61,37.25,26,4.89,45.59,127.13
rw-ANSed-pw,3,8,12,0,92.52,62.03,19,30,26,4,82.61,42.22,27,4.88,45.59,131.74
rw-ANSed-pw,3,8,12,0,93.15,63.29,19,31,25,4,82.61,43.18,28,4.89,45.59,136.95
rw-ANSed-pw,3,8,12,0,93.46,65.82,18,34,22,5,78.26,45.00,29,4.88,45.59,141.47
rw-ANSed-pw,3,8,12,0,94.39,65.82,18,34,22,5,78.26,45.00,30,4.89,45.59,146.58
rw-ANSed-pw,3,8,12,0,95.02,64.56,18,33,23,5,78.26,43.90,31,4.88,45.59,151.43
rw-ANSed-pw,3,8,12,0,95.33,60.76,14,34,22,9,60.87,38.89,32,4.88,45.59,156.18
rw-ANSed-pw,3,8,12,0,95.33,62.03,14,35,21,9,60.87,40.00,33,4.88,45.59,161.07
rw-ANSed-pw,3,8,12,0,95.33,62.03,14,35,21,9,60.87,40.00,34,4.89,45.59,166.41
rw-ANSed-pw,3,8,12,0,95.95,60.76,14,34,22,9,60.87,38.89,35,4.91,45.59,171.77
rw-ANSed-pw,3,8,12,0,96.26,60.76,14,34,22,9,60.87,38.89,36,4.91,45.59,176.60
rw-ANSed-pw,3,8,12,0,96.26,60.76,14,34,22,9,60.87,38.89,37,4.90,45.59,181.38
rw-numbers-pw,3,8,12,0,53.27,29.11,23,0,56,0,100.00,29.11,1,5.07,5.07,5.07
rw-numbers-pw,3,8,12,0,53.27,29.11,23,0,56,0,100.00,29.11,2,5.03,10.05,10.05
rw-numbers-pw,3,8,12,0,53.27,29.11,23,0,56,0,100.00,29.11,3,5.13,15.39,15.39
rw-numbers-pw,3,8,12,0,53.27,29.11,23,0,56,0,100.00,29.11,4,5.11,20.45,20.45
rw-numbers-pw,3,8,12,0,75.70,40.51,23,9,47,0,100.00,32.86,5,5.12,25.59,25.59
rw-numbers-pw,3,8,12,0,82.55,68.35,11,43,13,12,47.83,45.83,6,5.09,30.53,30.53
rw-numbers-pw,3,8,12,0,75.70,37.97,23,7,49,0,100.00,31.94,7,5.05,30.53,35.35
rw-numbers-pw,3,8,12,0,81.00,50.63,23,17,39,0,100.00,37.10,8,4.98,30.53,39.88
rw-numbers-pw,3,8,12,0,84.74,62.03,23,26,30,0,100.00,43.40,9,4.94,30.53,44.42
rw-numbers-pw,3,8,12,0,91.59,65.82,22,30,26,1,95.65,45.83,10,4.90,30.53,49.03
rw-numbers-pw,3,8,12,0,92.21,56.96,23,22,34,0,100.00,40.35,11,4.91,30.53,54.01
rw-numbers-pw,3,8,12,0,91.90,64.56,21,30,26,2,91.30,44.68,12,4.85,30.53,58.19
rw-numbers-pw,3,8,12,0,91.28,72.15,14,43,13,9,60.87,51.85,13,4.82,62.70,62.70
rw-numbers-pw,3,8,12,0,92.21,60.76,16,32,24,7,69.57,40.00,14,4.82,62.70,67.46
rw-numbers-pw,3,8,12,0,92.21,70.89,11,45,11,12,47.83,50.00,15,4.81,62.70,72.13
rw-numbers-pw,3,8,12,0,92.52,73.42,6,52,4,17,26.09,60.00,16,4.83,77.30,77.30
rw-numbers-pw,3,8,12,0,92.52,74.68,6,53,3,17,26.09,66.67,17,4.83,82.09,82.09
rw-numbers-pw,3,8,12,0,92.52,74.68,6,53,3,17,26.09,66.67,18,4.84,87.13,87.13
rw-numbers-pw,3,8,12,0,92.52,74.68,4,55,1,19,17.39,80.00,19,4.85,92.08,92.08
rw-numbers-pw,3,8,12,0,92.52,73.42,2,56,0,21,8.70,100.00,20,4.84,92.08,96.73
rw-numbers-pw,3,8,12,0,93.46,73.42,2,56,0,21,8.70,100.00,21,4.83,92.08,101.53
rw-numbers-pw,3,8,12,0,92.83,73.42,2,56,0,21,8.70,100.00,22,4.83,92.08,106.23
rw-numbers-pw,3,8,12,0,92.83,73.42,2,56,0,21,8.70,100.00,23,4.83,92.08,111.00
rw-numbers-pw,3,8,12,0,92.83,73.42,2,56,0,21,8.70,100.00,24,4.82,92.08,115.80
rw-numbers-pw,3,8,12,0,94.08,72.15,1,56,0,22,4.35,100.00,25,4.82,92.08,120.46
rw-numbers-pw,3,8,12,0,94.08,70.89,2,54,2,21,8.70,50.00,26,4.83,92.08,125.46
rw-numbers-pw,3,8,12,0,95.02,70.89,1,55,1,22,4.35,50.00,27,4.81,92.08,129.80
rw-numbers-pw,3,8,12,0,83.49,72.15,1,56,0,22,4.35,100.00,28,4.81,92.08,134.79
rw-numbers-pw,3,8,12,0,91.90,62.03,17,32,24,6,73.91,41.46,29,4.80,92.08,139.29
rw-numbers-pw,3,8,12,0,95.33,79.75,11,52,4,12,47.83,73.33,30,4.80,144.12,144.12
rw-numbers-pw,3,8,12,0,95.02,70.89,2,54,2,21,8.70,50.00,31,4.81,144.12,148.98
rw-numbers-pw,3,8,12,0,96.26,72.15,2,55,1,21,8.70,66.67,32,4.80,144.12,153.73
rw-numbers-pw,3,8,12,0,95.64,70.89,1,55,1,22,4.35,50.00,33,4.81,144.12,158.85
rw-numbers-pw,3,8,12,0,95.33,70.89,1,55,1,22,4.35,50.00,34,4.82,144.12,163.91
rw-Raw-pw,3,8,12,0,53.27,29.11,23,0,56,0,100.00,29.11,1,4.74,4.74,4.74
rw-Raw-pw,3,8,12,0,53.27,29.11,23,0,56,0,100.00,29.11,2,4.79,9.59,9.59
rw-Raw-pw,3,8,12,0,53.27,29.11,23,0,56,0,100.00,29.11,3,4.88,14.64,14.64
rw-Raw-pw,3,8,12,0,60.12,29.11,23,0,56,0,100.00,29.11,4,4.78,19.11,19.11
rw-Raw-pw,3,8,12,0,73.83,73.42,15,43,13,8,65.22,53.57,5,4.78,23.88,23.88
rw-Raw-pw,3,8,12,0,83.18,70.89,6,50,6,17,26.09,50.00,6,4.74,23.88,28.47
rw-Raw-pw,3,8,12,0,90.03,70.89,2,54,2,21,8.70,50.00,7,4.74,23.88,33.20
rw-Raw-pw,3,8,12,0,84.42,67.09,3,50,6,20,13.04,33.33,8,4.73,23.88,37.81
rw-Raw-pw,3,8,12,0,88.79,67.09,4,49,7,19,17.39,36.36,9,4.74,23.88,42.65
rw-Raw-pw,3,8,12,0,90.34,70.89,3,53,3,20,13.04,50.00,10,4.78,23.88,47.76
rw-Raw-pw,3,8,12,0,90.34,72.15,2,55,1,21,8.70,66.67,11,4.78,23.88,52.55
rw-Raw-pw,3,8,12,0,89.41,72.15,2,55,1,21,8.70,66.67,12,4.74,23.88,56.92
rw-Raw-pw,3,8,12,0,90.65,72.15,2,55,1,21,8.70,66.67,13,4.74,23.88,61.58
rw-Raw-pw,3,8,12,0,91.28,72.15,2,55,1,21,8.70,66.67,14,4.73,23.88,66.18
rw-Raw-pw,3,8,12,0,91.90,72.15,2,55,1,21,8.70,66.67,15,4.74,23.88,71.06
rw-Raw-pw,3,8,12,0,91.90,72.15,2,55,1,21,8.70,66.67,16,4.75,23.88,75.98
rw-Raw-pw,3,8,12,0,92.83,73.42,2,56,0,21,8.70,100.00,17,4.75,80.73,80.73
rw-Raw-pw,3,8,12,0,92.83,73.42,2,56,0,21,8.70,100.00,18,4.72,85.02,85.02
rw-Raw-pw,3,8,12,0,93.15,73.42,2,56,0,21,8.70,100.00,19,4.74,90.03,90.03
rw-Raw-pw,3,8,12,0,92.21,73.42,2,56,0,21,8.70,100.00,20,4.75,95.00,95.00
rw-Raw-pw,3,8,12,0,90.65,73.42,2,56,0,21,8.70,100.00,21,4.76,99.91,99.91
rw-Raw-pw,3,8,12,0,89.72,73.42,2,56,0,21,8.70,100.00,22,4.74,104.29,104.29
rw-Raw-pw,3,8,12,0,92.52,73.42,2,56,0,21,8.70,100.00,23,4.76,109.38,109.38
rw-Raw-pw,3,8,12,0,92.83,73.42,2,56,0,21,8.70,100.00,24,4.76,114.33,114.33
rw-Raw-pw,3,8,12,0,93.77,73.42,2,56,0,21,8.70,100.00,25,4.74,118.48,118.48
rw-Raw-pw,3,8,12,0,93.46,73.42,2,56,0,21,8.70,100.00,26,4.74,123.13,123.13
rw-Raw-pw,3,8,12,0,93.77,73.42,2,56,0,21,8.70,100.00,27,4.74,128.07,128.07
rw-Raw-pw,3,8,12,0,93.77,73.42,2,56,0,21,8.70,100.00,28,4.75,132.97,132.97
rw-Raw-pw,3,8,12,0,93.46,73.42,2,56,0,21,8.70,100.00,29,4.75,137.86,137.86
rw-Raw-pw,3,8,12,0,85.67,68.35,1,53,3,22,4.35,25.00,30,4.75,137.86,142.58
rw-Raw-pw,3,8,12,0,89.72,69.62,2,53,3,21,8.70,40.00,31,4.77,137.86,147.75
rw-Raw-pw,3,8,12,0,91.59,68.35,2,52,4,21,8.70,33.33,32,4.76,137.86,152.19
rw-Raw-pw,3,8,12,0,93.15,63.29,3,47,9,20,13.04,25.00,33,4.75,137.86,156.89
rw-Raw-pw,3,8,12,0,94.39,68.35,3,51,5,20,13.04,37.50,34,4.76,137.86,161.81
rw-Raw-pw,3,8,12,0,94.39,68.35,2,52,4,21,8.70,33.33,35,4.77,137.86,166.79
rw-Raw-pw,3,8,12,0,95.33,68.35,2,52,4,21,8.70,33.33,36,4.77,137.86,171.62
rw-lower-rand,3,8,12,0,49.85,59.42,0,41,0,28,0.00,0.00,1,5.86,5.86,5.86
rw-lower-rand,3,8,12,0,59.52,57.97,1,39,2,27,3.57,33.33,2,6.34,5.86,12.68
