dataset,model,split,splitID,emb_dim,batch_size,depth,trainacc,testacc,tp,tn,fp,fn,recall,precision,epoch,epochtime,besttime,trainingtime
rw,numbers,pw,5,8,12,0,88.31,52.00,27,12,7,29,48.21,79.41,10,4.31,43.06,43.06
rw,numbers,pw,5,8,12,0,87.69,49.33,25,12,7,31,44.64,78.12,11,4.33,43.06,47.59
rw,numbers,pw,5,8,12,0,85.85,77.33,54,4,15,2,96.43,78.26,12,4.31,51.74,51.74
rw,numbers,pw,5,8,12,0,90.77,53.33,30,10,9,26,53.57,76.92,13,4.31,51.74,55.98
rw,numbers,pw,5,8,12,0,87.69,77.33,53,5,14,3,94.64,79.10,14,4.31,60.37,60.37
rw,numbers,pw,5,8,12,0,88.31,45.33,22,12,7,34,39.29,75.86,15,4.34,60.37,65.04
rw,numbers,pw,5,8,12,0,91.08,66.67,43,7,12,13,76.79,78.18,16,4.34,60.37,69.40
rw,numbers,pw,5,8,12,0,93.23,54.67,31,10,9,25,55.36,77.50,17,4.34,60.37,73.82
rw,numbers,pw,5,8,12,0,93.54,58.67,34,10,9,22,60.71,79.07,18,4.34,60.37,78.18
rw,numbers,pw,5,8,12,0,93.54,58.67,34,10,9,22,60.71,79.07,19,4.36,60.37,82.77
rw,numbers,pw,5,8,12,0,93.54,66.67,40,10,9,16,71.43,81.63,20,4.35,60.37,87.09
rw,numbers,pw,5,8,12,0,94.15,56.00,32,10,9,24,57.14,78.05,21,4.36,60.37,91.59
rw,numbers,pw,5,8,12,0,94.15,56.00,33,9,10,23,58.93,76.74,22,4.38,60.37,96.31
rw,numbers,pw,5,8,12,0,94.46,66.67,42,8,11,14,75.00,79.25,23,4.38,60.37,100.75
rw,numbers,pw,5,8,12,0,93.85,54.67,31,10,9,25,55.36,77.50,24,4.37,60.37,104.98
rw,numbers,pw,5,8,12,0,94.46,54.67,31,10,9,25,55.36,77.50,25,4.38,60.37,109.43
rw,numbers,pw,5,8,12,0,75.69,28.00,5,16,3,51,8.93,62.50,26,4.37,60.37,113.75
rw,numbers,pw,5,8,12,0,90.15,30.67,8,15,4,48,14.29,66.67,27,4.38,60.37,118.35
rw,numbers,pw,5,8,12,0,93.23,32.00,12,12,7,44,21.43,63.16,28,4.39,60.37,122.79
rw,numbers,pw,5,8,12,0,94.77,36.00,16,11,8,40,28.57,66.67,29,4.39,60.37,127.29
rw,numbers,pw,5,8,12,0,94.77,36.00,16,11,8,40,28.57,66.67,30,4.38,60.37,131.36
rw,numbers,pw,5,8,12,0,91.08,69.33,49,3,16,7,87.50,75.38,31,4.36,60.37,135.15
rw,numbers,pw,5,8,12,0,94.15,41.33,20,11,8,36,35.71,71.43,32,4.35,60.37,139.31
rw,numbers,pw,5,8,12,0,94.46,40.00,19,11,8,37,33.93,70.37,33,4.35,60.37,143.40
rw,numbers,pw,5,8,12,0,94.46,40.00,19,11,8,37,33.93,70.37,34,4.35,60.37,148.05
rw,numbers,pw,5,8,12,0,94.46,40.00,19,11,8,37,33.93,70.37,35,4.36,60.37,152.58
rw,numbers,pw,5,8,12,0,94.77,40.00,19,11,8,37,33.93,70.37,36,4.36,60.37,157.06
rw,numbers,pw,5,8,12,0,95.08,46.67,27,8,11,29,48.21,71.05,37,4.38,60.37,161.88
rw,numbers,pw,5,8,12,0,94.77,46.67,27,8,11,29,48.21,71.05,38,4.38,60.37,166.27
rw,numbers,pw,5,8,12,0,94.77,46.67,28,7,12,28,50.00,70.00,39,4.38,60.37,170.79
rw,numbers,pw,5,8,12,0,94.77,41.33,20,11,8,36,35.71,71.43,40,4.39,60.37,175.41
rw,numbers,pw,5,8,12,0,94.77,48.00,29,7,12,27,51.79,70.73,41,4.39,60.37,179.90
rw,numbers,pw,5,8,12,0,96.00,46.67,28,7,12,28,50.00,70.00,42,4.39,60.37,184.54
rw,numbers,pw,5,8,12,0,95.38,49.33,29,8,11,27,51.79,72.50,43,4.40,60.37,189.18
rw,numbers,pw,5,8,12,0,96.00,56.00,32,10,9,24,57.14,78.05,44,4.40,60.37,193.69
rw,numbers,pw,5,8,12,0,96.31,54.67,32,9,10,24,57.14,76.19,45,4.40,60.37,198.09
rw,numbers,pw,5,8,12,0,96.00,54.67,32,9,10,24,57.14,76.19,46,4.40,60.37,202.59
rw,numbers,pw,5,8,12,0,94.77,36.00,16,11,8,40,28.57,66.67,47,4.41,60.37,207.08
rw,numbers,pw,5,8,12,0,96.31,41.33,20,11,8,36,35.71,71.43,48,4.40,60.37,211.43
rw,numbers,pw,5,8,12,0,95.38,41.33,20,11,8,36,35.71,71.43,49,4.41,60.37,215.91
rw,numbers,pw,5,8,12,0,96.31,40.00,19,11,8,37,33.93,70.37,50,4.40,60.37,220.22
rw,numbers,pw,5,8,12,0,96.62,40.00,19,11,8,37,33.93,70.37,51,4.41,60.37,224.90
rw,numbers,pw,5,8,12,0,96.62,64.00,38,10,9,18,67.86,80.85,52,4.41,60.37,229.37
rw,numbers,pw,5,8,12,0,92.92,64.00,46,2,17,10,82.14,73.02,53,4.41,60.37,233.74
rw,numbers,pw,5,8,12,0,95.08,46.67,25,10,9,31,44.64,73.53,54,4.40,60.37,237.77
rw,numbers,pw,5,8,12,0,67.69,26.67,4,16,3,52,7.14,57.14,55,4.40,60.37,241.95
rw,numbers,pw,5,8,12,0,82.46,26.67,5,15,4,51,8.93,55.56,56,4.39,60.37,246.10
rw,numbers,pw,5,8,12,0,93.54,42.67,22,10,9,34,39.29,70.97,57,4.39,60.37,250.27
rw,numbers,pw,5,8,12,0,94.46,38.67,18,11,8,38,32.14,69.23,58,4.39,60.37,254.65
rw,numbers,pw,5,8,12,0,94.77,42.67,21,11,8,35,37.50,72.41,59,4.39,60.37,258.94
rw,numbers,pw,5,8,12,0,94.46,52.00,29,10,9,27,51.79,76.32,60,4.39,60.37,263.54
rw,numbers,pw,5,8,12,0,95.08,49.33,27,10,9,29,48.21,75.00,61,4.39,60.37,267.93
rw,numbers,pw,5,8,12,0,95.38,38.67,18,11,8,38,32.14,69.23,62,4.39,60.37,271.92
rw,numbers,pw,5,8,12,0,95.38,38.67,18,11,8,38,32.14,69.23,63,4.38,60.37,276.12
rw,numbers,pw,5,8,12,0,95.08,40.00,19,11,8,37,33.93,70.37,64,4.38,60.37,280.43
rw,numbers,pw,5,8,12,0,95.08,40.00,20,10,9,36,35.71,68.97,65,4.39,60.37,285.08
rw,numbers,pw,5,8,12,0,95.38,44.00,23,10,9,33,41.07,71.88,66,4.39,60.37,289.46
rw,numbers,pw,5,8,12,0,95.08,49.33,27,10,9,29,48.21,75.00,67,4.38,60.37,293.79
rw,numbers,pw,5,8,12,0,94.77,38.67,19,10,9,37,33.93,67.86,68,4.39,60.37,298.21
rw,numbers,pw,5,8,12,0,95.38,44.00,23,10,9,33,41.07,71.88,69,4.39,60.37,302.72
rw,numbers,pw,5,8,12,0,87.69,77.33,53,5,14,3,94.64,79.10,69,4.39,60.37,302.72
rw,numbers,rand,1,8,12,0,48.92,46.67,35,0,40,0,100.00,46.67,1,4.19,4.19,4.19
rw,numbers,rand,1,8,12,0,51.08,53.33,0,40,0,35,0.00,0.00,2,4.37,8.74,8.74
rw,numbers,rand,1,8,12,0,51.08,53.33,0,40,0,35,0.00,0.00,3,4.43,13.28,13.28
rw,numbers,rand,1,8,12,0,63.69,57.33,4,39,1,31,11.43,80.00,4,4.38,17.52,17.52
rw,numbers,rand,1,8,12,0,74.15,65.33,11,38,2,24,31.43,84.62,5,4.44,22.19,22.19
rw,numbers,rand,1,8,12,0,84.31,78.67,27,32,8,8,77.14,77.14,6,4.54,27.27,27.27
rw,numbers,rand,1,8,12,0,83.38,76.00,26,31,9,9,74.29,74.29,7,4.56,27.27,31.94
rw,numbers,rand,1,8,12,0,85.54,80.00,25,35,5,10,71.43,83.33,8,4.55,36.43,36.43
rw,numbers,rand,1,8,12,0,85.54,80.00,25,35,5,10,71.43,83.33,9,4.57,41.16,41.16
rw,numbers,rand,1,8,12,0,84.62,80.00,25,35,5,10,71.43,83.33,10,4.60,45.97,45.97
rw,numbers,rand,1,8,12,0,85.23,81.33,26,35,5,9,74.29,83.87,11,4.62,50.87,50.87
rw,numbers,rand,1,8,12,0,86.15,81.33,27,34,6,8,77.14,81.82,12,4.59,55.04,55.04
rw,numbers,rand,1,8,12,0,86.46,81.33,27,34,6,8,77.14,81.82,13,4.58,59.50,59.50
rw,numbers,rand,1,8,12,0,88.00,81.33,27,34,6,8,77.14,81.82,14,4.58,64.14,64.14
rw,numbers,rand,1,8,12,0,88.31,81.33,27,34,6,8,77.14,81.82,15,4.60,69.02,69.02
rw,numbers,rand,1,8,12,0,89.23,82.67,27,35,5,8,77.14,84.38,16,4.60,73.67,73.67
rw,numbers,rand,1,8,12,0,89.54,82.67,27,35,5,8,77.14,84.38,17,4.61,78.44,78.44
rw,numbers,rand,1,8,12,0,90.46,82.67,27,35,5,8,77.14,84.38,18,4.63,83.27,83.27
rw,numbers,rand,1,8,12,0,91.38,82.67,27,35,5,8,77.14,84.38,19,4.65,88.33,88.33
rw,numbers,rand,1,8,12,0,91.08,82.67,27,35,5,8,77.14,84.38,20,4.65,93.03,93.03
rw,numbers,rand,1,8,12,0,91.38,82.67,27,35,5,8,77.14,84.38,21,4.66,97.80,97.80
rw,numbers,rand,1,8,12,0,91.08,82.67,27,35,5,8,77.14,84.38,22,4.68,102.95,102.95
rw,numbers,rand,1,8,12,0,91.69,82.67,27,35,5,8,77.14,84.38,23,4.69,107.83,107.83
rw,numbers,rand,1,8,12,0,92.00,82.67,27,35,5,8,77.14,84.38,24,4.68,112.40,112.40
rw,numbers,rand,1,8,12,0,92.00,82.67,27,35,5,8,77.14,84.38,25,4.68,117.06,117.06
rw,numbers,rand,1,8,12,0,92.00,82.67,27,35,5,8,77.14,84.38,26,4.68,121.63,121.63
rw,numbers,rand,1,8,12,0,92.62,82.67,27,35,5,8,77.14,84.38,27,4.69,126.75,126.75
rw,numbers,rand,1,8,12,0,92.62,82.67,27,35,5,8,77.14,84.38,28,4.71,131.74,131.74
rw,numbers,rand,1,8,12,0,92.62,82.67,27,35,5,8,77.14,84.38,29,4.73,137.07,137.07
rw,numbers,rand,1,8,12,0,92.62,82.67,27,35,5,8,77.14,84.38,30,4.72,141.69,141.69
rw,numbers,rand,1,8,12,0,92.62,82.67,27,35,5,8,77.14,84.38,31,4.71,146.01,146.01
rw,numbers,rand,1,8,12,0,92.92,82.67,27,35,5,8,77.14,84.38,32,4.71,150.56,150.56
rw,numbers,rand,1,8,12,0,93.23,82.67,27,35,5,8,77.14,84.38,33,4.70,155.01,155.01
rw,numbers,rand,1,8,12,0,93.54,86.67,30,35,5,5,85.71,85.71,34,4.71,160.04,160.04
rw,numbers,rand,1,8,12,0,93.54,86.67,30,35,5,5,85.71,85.71,35,4.71,164.94,164.94
rw,numbers,rand,1,8,12,0,93.23,86.67,30,35,5,5,85.71,85.71,36,4.72,169.74,169.74
rw,numbers,rand,1,8,12,0,93.54,88.00,31,35,5,4,88.57,86.11,37,4.72,174.76,174.76
rw,numbers,rand,1,8,12,0,93.54,88.00,32,34,6,3,91.43,84.21,38,4.72,179.34,179.34
rw,numbers,rand,1,8,12,0,93.23,88.00,32,34,6,3,91.43,84.21,39,4.73,184.37,184.37
rw,numbers,rand,1,8,12,0,93.85,88.00,31,35,5,4,88.57,86.11,40,4.73,189.19,189.19
rw,numbers,rand,1,8,12,0,90.46,86.67,32,33,7,3,91.43,82.05,41,4.73,189.19,194.05
rw,numbers,rand,1,8,12,0,89.54,80.00,27,33,7,8,77.14,79.41,42,4.74,189.19,199.13
rw,numbers,rand,1,8,12,0,93.23,85.33,30,34,6,5,85.71,83.33,43,4.75,189.19,204.20
rw,numbers,rand,1,8,12,0,93.54,85.33,30,34,6,5,85.71,83.33,44,4.75,189.19,209.03
rw,numbers,rand,1,8,12,0,93.54,86.67,30,35,5,5,85.71,85.71,45,4.75,189.19,213.64
rw,numbers,rand,1,8,12,0,94.46,86.67,32,33,7,3,91.43,82.05,46,4.75,189.19,218.48
rw,numbers,rand,1,8,12,0,95.08,88.00,32,34,6,3,91.43,84.21,47,4.75,223.40,223.40
rw,numbers,rand,1,8,12,0,95.08,86.67,32,33,7,3,91.43,82.05,48,4.76,223.40,228.24
rw,numbers,rand,1,8,12,0,95.08,86.67,32,33,7,3,91.43,82.05,49,4.76,223.40,233.39
rw,numbers,rand,1,8,12,0,95.69,86.67,32,33,7,3,91.43,82.05,50,4.77,223.40,238.46
rw,numbers,rand,1,8,12,0,95.08,86.67,31,34,6,4,88.57,83.78,51,4.78,223.40,243.82
rw,numbers,rand,1,8,12,0,95.08,86.67,31,34,6,4,88.57,83.78,52,4.79,223.40,248.87
rw,numbers,rand,1,8,12,0,92.92,86.67,31,34,6,4,88.57,83.78,53,4.79,223.40,253.63
rw,numbers,rand,1,8,12,0,95.08,88.00,32,34,6,3,91.43,84.21,54,4.78,258.29,258.29
rw,numbers,rand,1,8,12,0,94.77,86.67,31,34,6,4,88.57,83.78,55,4.78,258.29,263.08
rw,numbers,rand,1,8,12,0,96.00,85.33,30,34,6,5,85.71,83.33,56,4.78,258.29,267.95
rw,numbers,rand,1,8,12,0,96.00,85.33,30,34,6,5,85.71,83.33,57,4.79,258.29,272.78
rw,numbers,rand,1,8,12,0,95.69,85.33,30,34,6,5,85.71,83.33,58,4.79,258.29,277.65
rw,numbers,rand,1,8,12,0,95.38,82.67,29,33,7,6,82.86,80.56,59,4.79,258.29,282.37
rw,numbers,rand,1,8,12,0,95.08,82.67,29,33,7,6,82.86,80.56,60,4.79,258.29,287.49
rw,numbers,rand,1,8,12,0,96.31,84.00,31,32,8,4,88.57,79.49,61,4.80,258.29,292.63
rw,numbers,rand,1,8,12,0,96.31,82.67,30,32,8,5,85.71,78.95,62,4.80,258.29,297.32
rw,numbers,rand,1,8,12,0,96.00,84.00,29,34,6,6,82.86,82.86,63,4.79,258.29,302.01
rw,numbers,rand,2,8,12,0,48.92,46.67,35,0,40,0,100.00,46.67,1,4.56,4.56,4.56
rw,numbers,rand,2,8,12,0,75.08,74.67,22,34,6,13,62.86,78.57,2,4.64,9.28,9.28
rw,numbers,rand,2,8,12,0,59.38,60.00,5,40,0,30,14.29,100.00,3,4.61,9.28,13.82
rw,numbers,rand,2,8,12,0,60.92,62.67,7,40,0,28,20.00,100.00,4,4.55,9.28,18.20
rw,numbers,rand,2,8,12,0,71.08,72.00,15,39,1,20,42.86,93.75,5,4.59,9.28,22.94
rw,numbers,rand,2,8,12,0,70.15,64.00,35,13,27,0,100.00,56.45,6,4.62,9.28,27.73
rw,numbers,rand,2,8,12,0,83.69,86.67,27,38,2,8,77.14,93.10,7,4.62,32.32,32.32
rw,numbers,rand,2,8,12,0,87.69,82.67,31,31,9,4,88.57,77.50,8,4.60,32.32,36.82
rw,numbers,rand,2,8,12,0,85.85,85.33,28,36,4,7,80.00,87.50,9,4.62,32.32,41.56
rw,numbers,rand,2,8,12,0,90.77,85.33,28,36,4,7,80.00,87.50,10,4.63,32.32,46.30
rw,numbers,rand,2,8,12,0,92.00,86.67,30,35,5,5,85.71,85.71,11,4.66,51.21,51.21
rw,numbers,rand,2,8,12,0,92.62,86.67,30,35,5,5,85.71,85.71,12,4.63,55.58,55.58
rw,numbers,rand,2,8,12,0,92.31,86.67,30,35,5,5,85.71,85.71,13,4.61,59.98,59.98
rw,numbers,rand,2,8,12,0,92.31,85.33,28,36,4,7,80.00,87.50,14,4.59,59.98,64.21
rw,numbers,rand,2,8,12,0,92.31,85.33,29,35,5,6,82.86,85.29,15,4.59,59.98,68.85
rw,numbers,rand,2,8,12,0,92.92,85.33,29,35,5,6,82.86,85.29,16,4.59,59.98,73.48
rw,numbers,rand,2,8,12,0,92.31,85.33,29,35,5,6,82.86,85.29,17,4.60,59.98,78.24
rw,numbers,rand,2,8,12,0,92.92,84.00,29,34,6,6,82.86,82.86,18,4.61,59.98,83.02
rw,numbers,rand,2,8,12,0,92.00,84.00,29,34,6,6,82.86,82.86,19,4.78,59.98,90.78
rw,numbers,rand,2,8,12,0,91.69,86.67,29,36,4,6,82.86,87.88,20,4.89,97.87,97.87
rw,numbers,rand,2,8,12,0,93.23,89.33,29,38,2,6,82.86,93.55,21,4.89,102.77,102.77
rw,numbers,rand,2,8,12,0,93.54,89.33,29,38,2,6,82.86,93.55,22,4.90,107.78,107.78
rw,numbers,rand,2,8,12,0,93.23,88.00,29,37,3,6,82.86,90.62,23,4.90,107.78,112.67
rw,numbers,rand,2,8,12,0,94.15,88.00,29,37,3,6,82.86,90.62,24,4.88,107.78,117.10
rw,numbers,rand,2,8,12,0,94.15,84.00,29,34,6,6,82.86,82.86,25,4.87,107.78,121.75
rw,numbers,rand,2,8,12,0,91.08,89.33,29,38,2,6,82.86,93.55,26,4.85,126.20,126.20
rw,numbers,rand,2,8,12,0,93.85,88.00,31,35,5,4,88.57,86.11,27,4.85,126.20,130.98
rw,numbers,rand,2,8,12,0,94.46,89.33,30,37,3,5,85.71,90.91,28,4.84,135.49,135.49
rw,numbers,rand,2,8,12,0,96.31,89.33,29,38,2,6,82.86,93.55,29,4.84,140.28,140.28
rw,numbers,rand,2,8,12,0,96.92,89.33,30,37,3,5,85.71,90.91,30,4.81,144.44,144.44
rw,numbers,rand,2,8,12,0,96.92,88.00,29,37,3,6,82.86,90.62,31,4.79,144.44,148.44
rw,numbers,rand,2,8,12,0,94.77,89.33,31,36,4,4,88.57,88.57,32,4.77,152.70,152.70
rw,numbers,rand,2,8,12,0,95.69,88.00,29,37,3,6,82.86,90.62,33,4.75,152.70,156.91
rw,numbers,rand,2,8,12,0,96.00,88.00,29,37,3,6,82.86,90.62,34,4.76,152.70,161.82
rw,numbers,rand,2,8,12,0,96.00,88.00,29,37,3,6,82.86,90.62,35,4.77,152.70,166.84
rw,numbers,rand,2,8,12,0,97.85,86.67,28,37,3,7,80.00,90.32,36,4.77,152.70,171.89
rw,numbers,rand,2,8,12,0,97.54,86.67,30,35,5,5,85.71,85.71,37,4.78,152.70,176.72
rw,numbers,rand,2,8,12,0,97.54,84.00,28,35,5,7,80.00,84.85,38,4.77,152.70,181.07
rw,numbers,rand,2,8,12,0,97.85,86.67,28,37,3,7,80.00,90.32,39,4.76,152.70,185.63
rw,numbers,rand,2,8,12,0,97.85,88.00,29,37,3,6,82.86,90.62,40,4.75,152.70,190.12
rw,numbers,rand,2,8,12,0,97.23,88.00,28,38,2,7,80.00,93.33,41,4.75,152.70,194.56
rw,numbers,rand,2,8,12,0,97.23,88.00,28,38,2,7,80.00,93.33,42,4.74,152.70,199.22
rw,numbers,rand,2,8,12,0,96.92,86.67,28,37,3,7,80.00,90.32,43,4.74,152.70,204.01
rw,numbers,rand,2,8,12,0,86.15,78.67,22,37,3,13,62.86,88.00,44,4.75,152.70,208.86
rw,numbers,rand,2,8,12,0,93.85,85.33,30,34,6,5,85.71,83.33,45,4.74,152.70,213.52
rw,numbers,rand,2,8,12,0,95.69,86.67,30,35,5,5,85.71,85.71,46,4.75,152.70,218.31
rw,numbers,rand,2,8,12,0,97.54,88.00,29,37,3,6,82.86,90.62,47,4.75,152.70,223.24
rw,numbers,rand,2,8,12,0,97.23,85.33,29,35,5,6,82.86,85.29,48,4.75,152.70,228.17
rw,numbers,rand,2,8,12,0,97.23,85.33,29,35,5,6,82.86,85.29,49,4.76,152.70,233.29
rw,numbers,rand,2,8,12,0,97.54,88.00,29,37,3,6,82.86,90.62,50,4.76,152.70,238.15
rw,numbers,rand,2,8,12,0,97.23,88.00,29,37,3,6,82.86,90.62,51,4.77,152.70,243.17
rw,numbers,rand,2,8,12,0,97.54,88.00,29,37,3,6,82.86,90.62,52,4.77,152.70,248.16
rw,numbers,rand,2,8,12,0,97.85,88.00,29,37,3,6,82.86,90.62,53,4.77,152.70,252.87
rw,numbers,rand,2,8,12,0,97.54,89.33,30,37,3,5,85.71,90.91,54,4.77,257.68,257.68
rw,numbers,rand,2,8,12,0,96.31,90.67,31,37,3,4,88.57,91.18,55,4.77,262.53,262.53
rw,numbers,rand,2,8,12,0,93.23,86.67,30,35,5,5,85.71,85.71,56,4.77,262.53,267.33
rw,numbers,rand,2,8,12,0,89.85,82.67,26,36,4,9,74.29,86.67,57,4.77,262.53,272.08
rw,numbers,rand,2,8,12,0,89.54,86.67,29,36,4,6,82.86,87.88,58,4.77,262.53,276.81
rw,numbers,rand,2,8,12,0,92.31,88.00,31,35,5,4,88.57,86.11,59,4.77,262.53,281.37
rw,numbers,rand,2,8,12,0,95.08,88.00,30,36,4,5,85.71,88.24,60,4.77,262.53,286.47
rw,numbers,rand,2,8,12,0,95.08,88.00,30,36,4,5,85.71,88.24,61,4.78,262.53,291.61
rw,numbers,rand,2,8,12,0,96.62,86.67,29,36,4,6,82.86,87.88,62,4.78,262.53,296.28
rw,numbers,rand,2,8,12,0,95.38,88.00,30,36,4,5,85.71,88.24,63,4.78,262.53,300.95
rw,numbers,rand,2,8,12,0,96.31,90.67,31,37,3,4,88.57,91.18,63,4.78,262.53,300.95
rw,numbers,rand,3,8,12,0,50.15,40.58,28,0,41,0,100.00,40.58,1,4.30,4.30,4.30
rw,numbers,rand,3,8,12,0,59.21,49.28,28,6,35,0,100.00,44.44,2,4.31,8.63,8.63
rw,numbers,rand,3,8,12,0,72.51,63.77,9,35,6,19,32.14,60.00,3,4.36,13.09,13.09
rw,numbers,rand,3,8,12,0,84.29,71.01,18,31,10,10,64.29,64.29,4,4.46,17.84,17.84
rw,numbers,rand,3,8,12,0,83.08,75.36,16,36,5,12,57.14,76.19,5,4.43,22.14,22.14
rw,numbers,rand,3,8,12,0,83.69,81.16,22,34,7,6,78.57,75.86,6,4.44,26.65,26.65
rw,numbers,rand,3,8,12,0,84.29,81.16,23,33,8,5,82.14,74.19,7,4.48,31.39,31.39
rw,numbers,rand,3,8,12,0,83.99,79.71,23,32,9,5,82.14,71.88,8,4.50,31.39,36.02
rw,numbers,rand,3,8,12,0,85.50,82.61,23,34,7,5,82.14,76.67,9,4.50,40.50,40.50
rw,numbers,rand,3,8,12,0,89.43,84.06,24,34,7,4,85.71,77.42,10,4.48,44.84,44.84
rw,numbers,rand,3,8,12,0,89.12,81.16,24,32,9,4,85.71,72.73,11,4.48,44.84,49.24
rw,numbers,rand,3,8,12,0,90.03,81.16,23,33,8,5,82.14,74.19,12,4.49,44.84,53.93
rw,numbers,rand,3,8,12,0,89.43,81.16,24,32,9,4,85.71,72.73,13,4.51,44.84,58.66
rw,numbers,rand,3,8,12,0,90.03,81.16,23,33,8,5,82.14,74.19,14,4.53,44.84,63.35
rw,numbers,rand,3,8,12,0,89.12,78.26,20,34,7,8,71.43,74.07,15,4.56,44.84,68.34
rw,numbers,rand,3,8,12,0,89.73,73.91,22,29,12,6,78.57,64.71,16,4.55,44.84,72.84
rw,numbers,rand,3,8,12,0,89.43,76.81,24,29,12,4,85.71,66.67,17,4.54,44.84,77.17
rw,numbers,rand,3,8,12,0,91.54,73.91,21,30,11,7,75.00,65.62,18,4.55,44.84,81.99
rw,numbers,rand,3,8,12,0,91.54,78.26,21,33,8,7,75.00,72.41,19,4.55,44.84,86.50
rw,numbers,rand,3,8,12,0,93.66,82.61,23,34,7,5,82.14,76.67,20,4.56,44.84,91.23
rw,numbers,rand,3,8,12,0,93.96,79.71,23,32,9,5,82.14,71.88,21,4.57,44.84,96.04
rw,numbers,rand,3,8,12,0,94.26,79.71,23,32,9,5,82.14,71.88,22,4.58,44.84,100.75
rw,numbers,rand,3,8,12,0,91.24,81.16,25,31,10,3,89.29,71.43,23,4.59,44.84,105.52
rw,numbers,rand,3,8,12,0,94.56,81.16,24,32,9,4,85.71,72.73,24,4.59,44.84,110.23
rw,numbers,rand,3,8,12,0,95.47,79.71,23,32,9,5,82.14,71.88,25,4.59,44.84,114.63
rw,numbers,rand,3,8,12,0,96.07,79.71,23,32,9,5,82.14,71.88,26,4.58,44.84,119.09
rw,numbers,rand,3,8,12,0,96.07,78.26,23,31,10,5,82.14,69.70,27,4.59,44.84,123.99
rw,numbers,rand,3,8,12,0,96.37,79.71,24,31,10,4,85.71,70.59,28,4.61,44.84,129.00
rw,numbers,rand,3,8,12,0,94.26,79.71,24,31,10,4,85.71,70.59,29,4.61,44.84,133.67
rw,numbers,rand,3,8,12,0,95.47,81.16,24,32,9,4,85.71,72.73,30,4.61,44.84,138.38
rw,numbers,rand,3,8,12,0,96.37,81.16,24,32,9,4,85.71,72.73,31,4.62,44.84,143.31
rw,numbers,rand,3,8,12,0,96.37,81.16,24,32,9,4,85.71,72.73,32,4.63,44.84,148.11
rw,numbers,rand,3,8,12,0,96.98,79.71,24,31,10,4,85.71,70.59,33,4.64,44.84,153.14
rw,numbers,rand,3,8,12,0,96.98,81.16,24,32,9,4,85.71,72.73,34,4.64,44.84,157.75
rw,numbers,rand,3,8,12,0,96.98,79.71,24,31,10,4,85.71,70.59,35,4.65,44.84,162.79
rw,numbers,rand,3,8,12,0,96.98,78.26,23,31,10,5,82.14,69.70,36,4.65,44.84,167.46
rw,numbers,rand,3,8,12,0,94.26,79.71,24,31,10,4,85.71,70.59,37,4.64,44.84,171.67
rw,numbers,rand,3,8,12,0,96.37,79.71,24,31,10,4,85.71,70.59,38,4.64,44.84,176.20
rw,numbers,rand,3,8,12,0,96.37,78.26,23,31,10,5,82.14,69.70,39,4.64,44.84,180.77
rw,numbers,rand,3,8,12,0,96.68,78.26,23,31,10,5,82.14,69.70,40,4.63,44.84,185.34
rw,numbers,rand,3,8,12,0,96.68,78.26,23,31,10,5,82.14,69.70,41,4.64,44.84,190.09
rw,numbers,rand,3,8,12,0,96.68,78.26,23,31,10,5,82.14,69.70,42,4.64,44.84,194.99
rw,numbers,rand,3,8,12,0,96.68,78.26,23,31,10,5,82.14,69.70,43,4.65,44.84,199.92
rw,numbers,rand,3,8,12,0,96.07,78.26,23,31,10,5,82.14,69.70,44,4.65,44.84,204.68
rw,numbers,rand,3,8,12,0,96.98,78.26,23,31,10,5,82.14,69.70,45,4.65,44.84,209.44
rw,numbers,rand,3,8,12,0,96.98,78.26,23,31,10,5,82.14,69.70,46,4.66,44.84,214.36
rw,numbers,rand,3,8,12,0,96.68,78.26,23,31,10,5,82.14,69.70,47,4.66,44.84,219.12
rw,numbers,rand,3,8,12,0,96.98,78.26,23,31,10,5,82.14,69.70,48,4.66,44.84,223.88
rw,numbers,rand,3,8,12,0,96.68,76.81,23,30,11,5,82.14,67.65,49,4.66,44.84,228.47
rw,numbers,rand,3,8,12,0,96.98,76.81,23,30,11,5,82.14,67.65,50,4.67,44.84,233.25
rw,numbers,rand,3,8,12,0,96.98,75.36,22,30,11,6,78.57,66.67,51,4.67,44.84,237.99
rw,numbers,rand,3,8,12,0,92.45,78.26,24,30,11,4,85.71,68.57,52,4.67,44.84,242.91
rw,numbers,rand,3,8,12,0,81.57,69.57,24,24,17,4,85.71,58.54,53,4.67,44.84,247.65
rw,numbers,rand,3,8,12,0,90.94,78.26,23,31,10,5,82.14,69.70,54,4.68,44.84,252.75
rw,numbers,rand,3,8,12,0,93.66,76.81,22,31,10,6,78.57,68.75,55,4.68,44.84,257.51
rw,numbers,rand,3,8,12,0,94.26,76.81,22,31,10,6,78.57,68.75,56,4.68,44.84,262.23
rw,numbers,rand,3,8,12,0,96.07,76.81,22,31,10,6,78.57,68.75,57,4.68,44.84,266.96
rw,numbers,rand,3,8,12,0,96.37,76.81,22,31,10,6,78.57,68.75,58,4.68,44.84,271.71
rw,numbers,rand,3,8,12,0,96.07,76.81,22,31,10,6,78.57,68.75,59,4.68,44.84,276.37
rw,numbers,rand,3,8,12,0,96.37,76.81,22,31,10,6,78.57,68.75,60,4.68,44.84,281.00
