dataset,model,split,splitID,emb_dim,batch_size,depth,trainacc,testacc,tp,tn,fp,fn,recall,precision,epoch,epochtime,besttime,trainingtime
rw,ANSed,rand,5,8,12,0,91.74,80.82,23,36,5,9,71.88,82.14,14,4.48,26.42,62.77
rw,ANSed,rand,5,8,12,0,91.74,82.19,24,36,5,8,75.00,82.76,15,4.48,26.42,67.15
rw,ANSed,rand,5,8,12,0,92.35,82.19,25,35,6,7,78.12,80.65,16,4.49,26.42,71.77
rw,ANSed,rand,5,8,12,0,93.27,83.56,25,36,5,7,78.12,83.33,17,4.52,76.76,76.76
rw,ANSed,rand,5,8,12,0,93.58,83.56,26,35,6,6,81.25,81.25,18,4.53,81.59,81.59
rw,ANSed,rand,5,8,12,0,93.58,82.19,25,35,6,7,78.12,80.65,19,4.55,81.59,86.38
rw,ANSed,rand,5,8,12,0,93.88,82.19,25,35,6,7,78.12,80.65,20,4.55,81.59,91.06
rw,ANSed,rand,5,8,12,0,93.88,82.19,25,35,6,7,78.12,80.65,21,4.56,81.59,95.74
rw,ANSed,rand,5,8,12,0,93.88,80.82,24,35,6,8,75.00,80.00,22,4.56,81.59,100.33
rw,ANSed,rand,5,8,12,0,94.19,80.82,24,35,6,8,75.00,80.00,23,4.57,81.59,105.19
rw,ANSed,rand,5,8,12,0,94.50,83.56,26,35,6,6,81.25,81.25,24,4.59,110.15,110.15
rw,ANSed,rand,5,8,12,0,94.80,84.93,27,35,6,5,84.38,81.82,25,4.61,115.16,115.16
rw,ANSed,rand,5,8,12,0,95.11,86.30,28,35,6,4,87.50,82.35,26,4.61,119.76,119.76
rw,ANSed,rand,5,8,12,0,95.11,83.56,26,35,6,6,81.25,81.25,27,4.62,119.76,124.66
rw,ANSed,rand,5,8,12,0,95.11,86.30,28,35,6,4,87.50,82.35,28,4.62,129.38,129.38
rw,ANSed,rand,5,8,12,0,95.11,86.30,28,35,6,4,87.50,82.35,29,4.62,134.01,134.01
rw,ANSed,rand,5,8,12,0,94.50,86.30,26,37,4,6,81.25,86.67,30,4.61,138.44,138.44
rw,ANSed,rand,5,8,12,0,95.72,83.56,26,35,6,6,81.25,81.25,31,4.61,138.44,142.82
rw,ANSed,rand,5,8,12,0,95.72,83.56,26,35,6,6,81.25,81.25,32,4.61,138.44,147.40
rw,ANSed,rand,5,8,12,0,88.99,80.82,28,31,10,4,87.50,73.68,33,4.61,138.44,152.24
rw,ANSed,rand,5,8,12,0,90.83,83.56,28,33,8,4,87.50,77.78,34,4.62,138.44,157.10
rw,ANSed,rand,5,8,12,0,89.30,83.56,26,35,6,6,81.25,81.25,35,4.62,138.44,161.79
rw,ANSed,rand,5,8,12,0,92.35,83.56,29,32,9,3,90.62,76.32,36,4.62,138.44,166.28
rw,ANSed,rand,5,8,12,0,90.83,79.45,27,31,10,5,84.38,72.97,37,4.61,138.44,170.73
rw,ANSed,rand,5,8,12,0,93.58,79.45,25,33,8,7,78.12,75.76,38,4.61,138.44,175.02
rw,ANSed,rand,5,8,12,0,94.19,83.56,29,32,9,3,90.62,76.32,39,4.60,138.44,179.54
rw,ANSed,rand,5,8,12,0,95.41,84.93,28,34,7,4,87.50,80.00,40,4.61,138.44,184.22
rw,ANSed,rand,5,8,12,0,95.11,83.56,27,34,7,5,84.38,79.41,41,4.61,138.44,188.82
rw,ANSed,rand,5,8,12,0,95.72,83.56,26,35,6,6,81.25,81.25,42,4.61,138.44,193.66
rw,ANSed,rand,5,8,12,0,95.11,83.56,26,35,6,6,81.25,81.25,43,4.61,138.44,198.38
rw,ANSed,rand,5,8,12,0,96.33,86.30,28,35,6,4,87.50,82.35,44,4.60,202.52,202.52
rw,ANSed,rand,5,8,12,0,96.33,86.30,28,35,6,4,87.50,82.35,45,4.60,207.10,207.10
rw,ANSed,rand,5,8,12,0,96.33,84.93,27,35,6,5,84.38,81.82,46,4.60,207.10,211.66
rw,ANSed,rand,5,8,12,0,96.33,84.93,27,35,6,5,84.38,81.82,47,4.60,207.10,216.35
rw,ANSed,rand,5,8,12,0,96.33,84.93,27,35,6,5,84.38,81.82,48,4.60,207.10,220.93
rw,ANSed,rand,5,8,12,0,96.02,80.82,24,35,6,8,75.00,80.00,49,4.61,207.10,225.65
rw,ANSed,rand,5,8,12,0,96.02,80.82,24,35,6,8,75.00,80.00,50,4.60,207.10,229.91
rw,ANSed,rand,5,8,12,0,95.72,83.56,26,35,6,6,81.25,81.25,51,4.59,207.10,234.18
rw,ANSed,rand,5,8,12,0,88.99,80.82,30,29,12,2,93.75,71.43,52,4.59,207.10,238.71
rw,ANSed,rand,5,8,12,0,94.50,80.82,24,35,6,8,75.00,80.00,53,4.59,207.10,243.05
rw,ANSed,rand,5,8,12,0,94.80,83.56,26,35,6,6,81.25,81.25,54,4.59,207.10,247.60
rw,ANSed,rand,5,8,12,0,96.02,83.56,26,35,6,6,81.25,81.25,55,4.58,207.10,252.15
rw,ANSed,rand,5,8,12,0,96.33,82.19,25,35,6,7,78.12,80.65,56,4.58,207.10,256.51
rw,ANSed,rand,5,8,12,0,96.33,80.82,24,35,6,8,75.00,80.00,57,4.58,207.10,261.25
rw,ANSed,rand,5,8,12,0,96.33,80.82,24,35,6,8,75.00,80.00,58,4.59,207.10,266.05
rw,ANSed,rand,5,8,12,0,96.02,80.82,24,35,6,8,75.00,80.00,59,4.59,207.10,270.89
rw,ANSed,rand,5,8,12,0,96.33,84.93,27,35,6,5,84.38,81.82,60,4.59,207.10,275.52
rw,ANSed,rand,5,8,12,0,96.64,82.19,25,35,6,7,78.12,80.65,61,4.60,207.10,280.30
rw,ANSed,rand,5,8,12,0,96.33,84.93,27,35,6,5,84.38,81.82,62,4.59,207.10,284.75
rw,ANSed,rand,5,8,12,0,96.94,84.93,27,35,6,5,84.38,81.82,63,4.59,207.10,289.44
rw,ANSed,rand,5,8,12,0,96.94,84.93,27,35,6,5,84.38,81.82,64,4.60,207.10,294.11
rw,ANSed,rand,5,8,12,0,96.64,87.67,29,35,6,3,90.62,82.86,65,4.60,298.79,298.79
rw,ANSed,rand,5,8,12,0,96.94,84.93,27,35,6,5,84.38,81.82,66,4.59,298.79,303.16
rw,ANSed,rand,5,8,12,0,96.64,87.67,29,35,6,3,90.62,82.86,66,4.59,298.79,303.16
rw,lower,pw,1,8,12,0,48.31,49.33,37,0,38,0,100.00,49.33,1,5.31,5.31,5.31
rw,lower,pw,1,8,12,0,52.00,50.67,0,38,0,37,0.00,0.00,2,5.44,10.88,10.88
rw,lower,pw,1,8,12,0,52.00,50.67,0,38,0,37,0.00,0.00,3,5.42,16.27,16.27
rw,lower,pw,1,8,12,0,52.00,50.67,0,38,0,37,0.00,0.00,4,5.43,21.73,21.73
rw,lower,pw,1,8,12,0,78.46,64.00,16,32,6,21,43.24,72.73,5,5.45,27.23,27.23
rw,lower,pw,1,8,12,0,83.08,56.00,37,5,33,0,100.00,52.86,6,5.48,27.23,32.89
rw,lower,pw,1,8,12,0,87.38,46.67,30,5,33,7,81.08,47.62,7,5.51,27.23,38.60
rw,lower,pw,1,8,12,0,87.38,52.00,36,3,35,1,97.30,50.70,8,5.56,27.23,44.46
rw,lower,pw,1,8,12,0,88.00,50.67,35,3,35,2,94.59,50.00,9,5.60,27.23,50.37
rw,lower,pw,1,8,12,0,88.62,50.67,35,3,35,2,94.59,50.00,10,5.61,27.23,56.13
rw,lower,pw,1,8,12,0,88.92,50.67,35,3,35,2,94.59,50.00,11,5.61,27.23,61.73
rw,lower,pw,1,8,12,0,88.92,52.00,36,3,35,1,97.30,50.70,12,5.62,27.23,67.42
rw,lower,pw,1,8,12,0,89.23,52.00,36,3,35,1,97.30,50.70,13,5.63,27.23,73.25
rw,lower,pw,1,8,12,0,88.92,52.00,33,6,32,4,89.19,50.77,14,5.64,27.23,78.99
rw,lower,pw,1,8,12,0,89.85,52.00,33,6,32,4,89.19,50.77,15,5.67,27.23,85.11
rw,lower,pw,1,8,12,0,88.92,50.67,30,8,30,7,81.08,50.00,16,5.67,27.23,90.75
rw,lower,pw,1,8,12,0,90.15,49.33,30,7,31,7,81.08,49.18,17,5.68,27.23,96.53
rw,lower,pw,1,8,12,0,90.77,49.33,30,7,31,7,81.08,49.18,18,5.68,27.23,102.23
rw,lower,pw,1,8,12,0,90.77,49.33,30,7,31,7,81.08,49.18,19,5.67,27.23,107.70
rw,lower,pw,1,8,12,0,90.77,49.33,30,7,31,7,81.08,49.18,20,5.68,27.23,113.51
rw,lower,pw,1,8,12,0,90.77,48.00,28,8,30,9,75.68,48.28,21,5.70,27.23,119.65
rw,lower,pw,1,8,12,0,91.69,46.67,28,7,31,9,75.68,47.46,22,5.71,27.23,125.62
rw,lower,pw,1,8,12,0,91.08,48.00,29,7,31,8,78.38,48.33,23,5.72,27.23,131.45
rw,lower,pw,1,8,12,0,90.77,48.00,28,8,30,9,75.68,48.28,24,5.71,27.23,136.99
rw,lower,pw,1,8,12,0,91.38,50.67,31,7,31,6,83.78,50.00,25,5.71,27.23,142.71
rw,lower,pw,1,8,12,0,91.38,50.67,31,7,31,6,83.78,50.00,26,5.72,27.23,148.60
rw,lower,pw,1,8,12,0,91.69,49.33,29,8,30,8,78.38,49.15,27,5.71,27.23,154.11
rw,lower,pw,1,8,12,0,91.69,48.00,28,8,30,9,75.68,48.28,28,5.70,27.23,159.68
rw,lower,pw,1,8,12,0,88.31,57.33,18,25,13,19,48.65,58.06,29,5.71,27.23,165.60
rw,lower,pw,1,8,12,0,92.92,48.00,28,8,30,9,75.68,48.28,30,5.70,27.23,170.87
rw,lower,pw,1,8,12,0,87.08,61.33,22,24,14,15,59.46,61.11,31,5.71,27.23,176.93
rw,lower,pw,1,8,12,0,87.08,57.33,18,25,13,19,48.65,58.06,32,5.72,27.23,182.92
rw,lower,pw,1,8,12,0,92.62,58.67,19,25,13,18,51.35,59.38,33,5.71,27.23,188.53
rw,lower,pw,1,8,12,0,92.62,57.33,18,25,13,19,48.65,58.06,34,5.71,27.23,194.27
rw,lower,pw,1,8,12,0,92.92,58.67,19,25,13,18,51.35,59.38,35,5.71,27.23,199.82
rw,lower,pw,1,8,12,0,92.92,57.33,18,25,13,19,48.65,58.06,36,5.70,27.23,205.07
rw,lower,pw,1,8,12,0,92.62,58.67,19,25,13,18,51.35,59.38,37,5.70,27.23,210.99
rw,lower,pw,1,8,12,0,93.54,58.67,19,25,13,18,51.35,59.38,38,5.71,27.23,216.90
rw,lower,pw,1,8,12,0,93.23,41.33,19,12,26,18,51.35,42.22,39,5.71,27.23,222.76
rw,lower,pw,1,8,12,0,93.54,40.00,19,11,27,18,51.35,41.30,40,5.72,27.23,228.87
rw,lower,pw,1,8,12,0,92.92,40.00,19,11,27,18,51.35,41.30,41,5.72,27.23,234.46
rw,lower,pw,1,8,12,0,93.85,40.00,19,11,27,18,51.35,41.30,42,5.72,27.23,240.42
rw,lower,pw,1,8,12,0,93.54,41.33,19,12,26,18,51.35,42.22,43,5.72,27.23,245.75
rw,lower,pw,1,8,12,0,94.15,38.67,19,10,28,18,51.35,40.43,44,5.70,27.23,250.90
rw,lower,pw,1,8,12,0,94.15,38.67,19,10,28,18,51.35,40.43,45,5.71,27.23,256.77
rw,lower,pw,1,8,12,0,94.46,38.67,19,10,28,18,51.35,40.43,46,5.71,27.23,262.50
rw,lower,pw,1,8,12,0,95.08,38.67,19,10,28,18,51.35,40.43,47,5.71,27.23,268.30
rw,lower,pw,1,8,12,0,95.08,38.67,19,10,28,18,51.35,40.43,48,5.71,27.23,274.24
rw,lower,pw,1,8,12,0,95.08,38.67,19,10,28,18,51.35,40.43,49,5.71,27.23,279.84
rw,lower,pw,1,8,12,0,95.69,46.67,25,10,28,12,67.57,47.17,50,5.72,27.23,286.06
rw,lower,pw,1,8,12,0,95.08,46.67,25,10,28,12,67.57,47.17,51,5.73,27.23,292.20
rw,lower,pw,1,8,12,0,95.69,46.67,25,10,28,12,67.57,47.17,52,5.73,27.23,297.77
rw,lower,pw,1,8,12,0,96.00,50.67,28,10,28,9,75.68,50.00,53,5.72,27.23,303.28
rw,lower,pw,2,8,12,0,52.12,49.46,0,46,0,47,0.00,0.00,1,5.39,5.39,5.39
rw,lower,pw,2,8,12,0,52.12,49.46,0,46,0,47,0.00,0.00,2,5.49,10.97,10.97
rw,lower,pw,2,8,12,0,52.12,49.46,0,46,0,47,0.00,0.00,3,5.53,16.59,16.59
rw,lower,pw,2,8,12,0,52.12,49.46,0,46,0,47,0.00,0.00,4,5.44,21.74,21.74
rw,lower,pw,2,8,12,0,52.12,49.46,0,46,0,47,0.00,0.00,5,5.49,27.46,27.46
rw,lower,pw,2,8,12,0,86.97,50.54,47,0,46,0,100.00,50.54,6,5.47,32.82,32.82
rw,lower,pw,2,8,12,0,82.74,54.84,8,43,3,39,17.02,72.73,7,5.47,38.32,38.32
rw,lower,pw,2,8,12,0,85.34,34.41,9,23,23,38,19.15,28.12,8,5.47,38.32,43.77
rw,lower,pw,2,8,12,0,84.69,43.01,9,31,15,38,19.15,37.50,9,5.50,38.32,49.54
rw,lower,pw,2,8,12,0,87.62,50.54,47,0,46,0,100.00,50.54,10,5.54,38.32,55.38
rw,lower,pw,2,8,12,0,88.93,50.54,47,0,46,0,100.00,50.54,11,5.55,38.32,61.10
rw,lower,pw,2,8,12,0,87.30,50.54,47,0,46,0,100.00,50.54,12,5.57,38.32,66.88
rw,lower,pw,2,8,12,0,89.58,67.74,47,16,30,0,100.00,61.04,13,5.60,72.77,72.77
rw,lower,pw,2,8,12,0,89.90,50.54,47,0,46,0,100.00,50.54,14,5.61,72.77,78.48
rw,lower,pw,2,8,12,0,89.58,50.54,47,0,46,0,100.00,50.54,15,5.58,72.77,83.76
rw,lower,pw,2,8,12,0,90.23,61.29,47,10,36,0,100.00,56.63,16,5.59,72.77,89.36
rw,lower,pw,2,8,12,0,89.58,68.82,47,17,29,0,100.00,61.84,17,5.59,95.02,95.02
rw,lower,pw,2,8,12,0,90.55,68.82,47,17,29,0,100.00,61.84,18,5.56,100.15,100.15
rw,lower,pw,2,8,12,0,91.21,72.04,47,20,26,0,100.00,64.38,19,5.56,105.71,105.71
rw,lower,pw,2,8,12,0,91.53,70.97,47,19,27,0,100.00,63.51,20,5.57,105.71,111.36
rw,lower,pw,2,8,12,0,91.53,68.82,47,17,29,0,100.00,61.84,21,5.56,105.71,116.84
rw,lower,pw,2,8,12,0,92.18,67.74,47,16,30,0,100.00,61.04,22,5.56,105.71,122.29
rw,lower,pw,2,8,12,0,92.18,67.74,47,16,30,0,100.00,61.04,23,5.56,105.71,127.89
rw,lower,pw,2,8,12,0,91.86,67.74,47,16,30,0,100.00,61.04,24,5.56,105.71,133.45
rw,lower,pw,2,8,12,0,90.55,67.74,47,16,30,0,100.00,61.04,25,5.55,105.71,138.87
rw,lower,pw,2,8,12,0,92.51,67.74,47,16,30,0,100.00,61.04,26,5.56,105.71,144.54
rw,lower,pw,2,8,12,0,93.16,82.80,47,30,16,0,100.00,74.60,27,5.55,149.78,149.78
rw,lower,pw,2,8,12,0,92.83,82.80,47,30,16,0,100.00,74.60,28,5.57,155.97,155.97
rw,lower,pw,2,8,12,0,92.83,70.97,47,19,27,0,100.00,63.51,29,5.57,155.97,161.47
rw,lower,pw,2,8,12,0,92.18,82.80,47,30,16,0,100.00,74.60,30,5.57,166.98,166.98
rw,lower,pw,2,8,12,0,91.21,68.82,47,17,29,0,100.00,61.84,31,5.57,166.98,172.67
rw,lower,pw,2,8,12,0,91.21,91.40,47,38,8,0,100.00,85.45,32,5.58,178.45,178.45
rw,lower,pw,2,8,12,0,92.83,91.40,47,38,8,0,100.00,85.45,33,5.58,184.08,184.08
rw,lower,pw,2,8,12,0,93.81,91.40,47,38,8,0,100.00,85.45,34,5.58,189.63,189.63
rw,lower,pw,2,8,12,0,92.83,91.40,47,38,8,0,100.00,85.45,35,5.58,195.35,195.35
rw,lower,pw,2,8,12,0,93.49,91.40,47,38,8,0,100.00,85.45,36,5.57,200.66,200.66
rw,lower,pw,2,8,12,0,94.14,91.40,47,38,8,0,100.00,85.45,37,5.56,205.67,205.67
rw,lower,pw,2,8,12,0,92.83,91.40,47,38,8,0,100.00,85.45,38,5.57,211.57,211.57
rw,lower,pw,2,8,12,0,93.16,88.17,47,35,11,0,100.00,81.03,39,5.58,211.57,217.80
rw,lower,pw,2,8,12,0,85.02,50.54,47,0,46,0,100.00,50.54,40,5.57,211.57,222.98
rw,lower,pw,2,8,12,0,90.23,63.44,47,12,34,0,100.00,58.02,41,5.57,211.57,228.49
rw,lower,pw,2,8,12,0,91.86,86.02,47,33,13,0,100.00,78.33,42,5.57,211.57,234.09
rw,lower,pw,2,8,12,0,92.51,86.02,47,33,13,0,100.00,78.33,43,5.56,211.57,238.89
rw,lower,pw,2,8,12,0,93.16,86.02,47,33,13,0,100.00,78.33,44,5.54,211.57,243.69
rw,lower,pw,2,8,12,0,93.81,86.02,47,33,13,0,100.00,78.33,45,5.53,211.57,248.89
rw,lower,pw,2,8,12,0,93.49,86.02,47,33,13,0,100.00,78.33,46,5.52,211.57,253.85
rw,lower,pw,2,8,12,0,93.16,86.02,47,33,13,0,100.00,78.33,47,5.51,211.57,258.85
rw,lower,pw,2,8,12,0,94.14,86.02,47,33,13,0,100.00,78.33,48,5.52,211.57,264.85
rw,lower,pw,2,8,12,0,93.81,80.65,47,28,18,0,100.00,72.31,49,5.52,211.57,270.28
rw,lower,pw,2,8,12,0,93.81,80.65,47,28,18,0,100.00,72.31,50,5.52,211.57,275.90
rw,lower,pw,2,8,12,0,93.16,80.65,47,28,18,0,100.00,72.31,51,5.51,211.57,281.07
rw,lower,pw,2,8,12,0,93.81,80.65,47,28,18,0,100.00,72.31,52,5.51,211.57,286.54
rw,lower,pw,2,8,12,0,94.14,80.65,47,28,18,0,100.00,72.31,53,5.52,211.57,292.42
rw,lower,pw,2,8,12,0,94.14,80.65,47,28,18,0,100.00,72.31,54,5.53,211.57,298.40
rw,lower,pw,2,8,12,0,94.14,80.65,47,28,18,0,100.00,72.31,55,5.53,211.57,304.31
rw,lower,pw,3,8,12,0,53.27,29.11,23,0,56,0,100.00,29.11,1,5.77,5.77,5.77
rw,lower,pw,3,8,12,0,53.27,29.11,23,0,56,0,100.00,29.11,2,5.91,11.82,11.82
rw,lower,pw,3,8,12,0,53.27,29.11,23,0,56,0,100.00,29.11,3,5.90,17.70,17.70
rw,lower,pw,3,8,12,0,53.27,29.11,23,0,56,0,100.00,29.11,4,5.90,23.60,23.60
rw,lower,pw,3,8,12,0,61.99,35.44,23,5,51,0,100.00,31.08,5,5.92,29.62,29.62
rw,lower,pw,3,8,12,0,79.44,69.62,3,52,4,20,13.04,42.86,6,5.89,35.35,35.35
rw,lower,pw,3,8,12,0,84.74,70.89,9,47,9,14,39.13,50.00,7,5.95,41.67,41.67
rw,lower,pw,3,8,12,0,89.10,69.62,3,52,4,20,13.04,42.86,8,6.02,41.67,48.13
rw,lower,pw,3,8,12,0,87.54,74.68,3,56,0,20,13.04,100.00,9,5.96,53.62,53.62
rw,lower,pw,3,8,12,0,87.54,74.68,3,56,0,20,13.04,100.00,10,5.92,59.21,59.21
rw,lower,pw,3,8,12,0,88.16,74.68,3,56,0,20,13.04,100.00,11,5.91,65.05,65.05
rw,lower,pw,3,8,12,0,87.85,72.15,1,56,0,22,4.35,100.00,12,5.96,65.05,71.48
rw,lower,pw,3,8,12,0,88.79,72.15,2,55,1,21,8.70,66.67,13,5.98,65.05,77.69
rw,lower,pw,3,8,12,0,88.16,70.89,1,55,1,22,4.35,50.00,14,5.99,65.05,83.87
rw,lower,pw,3,8,12,0,90.34,72.15,2,55,1,21,8.70,66.67,15,6.01,65.05,90.20
rw,lower,pw,3,8,12,0,89.41,70.89,1,55,1,22,4.35,50.00,16,6.03,65.05,96.54
rw,lower,pw,3,8,12,0,91.90,70.89,1,55,1,22,4.35,50.00,17,6.03,65.05,102.52
rw,lower,pw,3,8,12,0,91.90,70.89,1,55,1,22,4.35,50.00,18,6.05,65.05,108.92
rw,lower,pw,3,8,12,0,92.21,70.89,1,55,1,22,4.35,50.00,19,6.06,65.05,115.12
rw,lower,pw,3,8,12,0,92.21,70.89,1,55,1,22,4.35,50.00,20,6.04,65.05,120.78
rw,lower,pw,3,8,12,0,92.52,70.89,1,55,1,22,4.35,50.00,21,6.04,65.05,126.94
rw,lower,pw,3,8,12,0,92.52,70.89,1,55,1,22,4.35,50.00,22,6.04,65.05,132.80
rw,lower,pw,3,8,12,0,92.52,70.89,1,55,1,22,4.35,50.00,23,6.06,65.05,139.33
rw,lower,pw,3,8,12,0,92.52,69.62,0,55,1,23,0.00,0.00,24,6.07,65.05,145.77
rw,lower,pw,3,8,12,0,92.52,70.89,1,55,1,22,4.35,50.00,25,6.07,65.05,151.74
rw,lower,pw,3,8,12,0,92.83,70.89,1,55,1,22,4.35,50.00,26,6.06,65.05,157.63
rw,lower,pw,3,8,12,0,91.90,70.89,1,55,1,22,4.35,50.00,27,6.06,65.05,163.69
rw,lower,pw,3,8,12,0,89.41,69.62,0,55,1,23,0.00,0.00,28,6.06,65.05,169.73
rw,lower,pw,3,8,12,0,87.23,69.62,0,55,1,23,0.00,0.00,29,6.06,65.05,175.86
rw,lower,pw,3,8,12,0,91.90,72.15,2,55,1,21,8.70,66.67,30,6.05,65.05,181.63
rw,lower,pw,3,8,12,0,93.15,72.15,2,55,1,21,8.70,66.67,31,6.04,65.05,187.20
rw,lower,pw,3,8,12,0,93.46,70.89,1,55,1,22,4.35,50.00,32,6.02,65.05,192.70
rw,lower,pw,3,8,12,0,92.52,72.15,2,55,1,21,8.70,66.67,33,6.02,65.05,198.71
rw,lower,pw,3,8,12,0,94.08,72.15,2,55,1,21,8.70,66.67,34,6.02,65.05,204.78
rw,lower,pw,3,8,12,0,91.59,70.89,1,55,1,22,4.35,50.00,35,6.02,65.05,210.84
rw,lower,pw,3,8,12,0,93.46,72.15,2,55,1,21,8.70,66.67,36,6.03,65.05,217.04
rw,lower,pw,3,8,12,0,74.77,73.42,2,56,0,21,8.70,100.00,37,6.02,65.05,222.89
rw,lower,pw,3,8,12,0,92.21,67.09,2,51,5,21,8.70,28.57,38,6.04,65.05,229.34
rw,lower,pw,3,8,12,0,91.90,69.62,4,51,5,19,17.39,44.44,39,6.04,65.05,235.56
rw,lower,pw,3,8,12,0,92.21,67.09,2,51,5,21,8.70,28.57,40,6.04,65.05,241.63
rw,lower,pw,3,8,12,0,91.90,67.09,2,51,5,21,8.70,28.57,41,6.04,65.05,247.78
rw,lower,pw,3,8,12,0,94.39,67.09,2,51,5,21,8.70,28.57,42,6.05,65.05,254.00
rw,lower,pw,3,8,12,0,94.39,73.42,2,56,0,21,8.70,100.00,43,6.05,65.05,260.13
rw,lower,pw,3,8,12,0,93.46,73.42,2,56,0,21,8.70,100.00,44,6.06,65.05,266.55
rw,lower,pw,3,8,12,0,94.39,72.15,7,50,6,16,30.43,53.85,45,6.05,65.05,272.46
rw,lower,pw,3,8,12,0,94.70,72.15,1,56,0,22,4.35,100.00,46,6.07,65.05,279.08
rw,lower,pw,3,8,12,0,95.02,72.15,1,56,0,22,4.35,100.00,47,6.06,65.05,284.95
rw,lower,pw,3,8,12,0,95.02,72.15,1,56,0,22,4.35,100.00,48,6.06,65.05,290.82
rw,lower,pw,3,8,12,0,94.70,72.15,1,56,0,22,4.35,100.00,49,6.06,65.05,296.84
rw,lower,pw,3,8,12,0,95.33,72.15,1,56,0,22,4.35,100.00,50,6.06,65.05,302.98
rw,lower,pw,3,8,12,0,88.16,74.68,3,56,0,20,13.04,100.00,50,6.06,65.05,302.98
rw,lower,pw,4,8,12,0,50.62,39.74,31,0,47,0,100.00,39.74,1,5.05,5.05,5.05
rw,lower,pw,4,8,12,0,50.62,39.74,31,0,47,0,100.00,39.74,2,5.32,10.64,10.64
rw,lower,pw,4,8,12,0,54.35,41.03,31,1,46,0,100.00,40.26,3,5.34,16.02,16.02
rw,lower,pw,4,8,12,0,77.95,70.51,24,31,16,7,77.42,60.00,4,5.39,21.55,21.55
rw,lower,pw,4,8,12,0,78.26,82.05,23,41,6,8,74.19,79.31,5,5.40,27.00,27.00
rw,lower,pw,4,8,12,0,86.96,69.23,14,40,7,17,45.16,66.67,6,5.37,27.00,32.22
rw,lower,pw,4,8,12,0,85.40,67.95,10,43,4,21,32.26,71.43,7,5.41,27.00,37.90
rw,lower,pw,4,8,12,0,87.58,65.38,10,41,6,21,32.26,62.50,8,5.47,27.00,43.78
rw,lower,pw,4,8,12,0,86.34,64.10,10,40,7,21,32.26,58.82,9,5.49,27.00,49.40
rw,lower,pw,4,8,12,0,90.06,66.67,12,40,7,19,38.71,63.16,10,5.52,27.00,55.22
rw,lower,pw,4,8,12,0,87.58,62.82,8,41,6,23,25.81,57.14,11,5.54,27.00,60.93
rw,lower,pw,4,8,12,0,90.68,66.67,12,40,7,19,38.71,63.16,12,5.59,27.00,67.08
rw,lower,pw,4,8,12,0,91.61,67.95,14,39,8,17,45.16,63.64,13,5.61,27.00,72.87
rw,lower,pw,4,8,12,0,92.24,65.38,12,39,8,19,38.71,60.00,14,5.60,27.00,78.45
rw,lower,pw,4,8,12,0,90.37,67.95,15,38,9,16,48.39,62.50,15,5.61,27.00,84.11
rw,lower,pw,4,8,12,0,91.93,65.38,12,39,8,19,38.71,60.00,16,5.64,27.00,90.26
rw,lower,pw,4,8,12,0,91.61,65.38,12,39,8,19,38.71,60.00,17,5.64,27.00,95.84
rw,lower,pw,4,8,12,0,92.55,65.38,13,38,9,18,41.94,59.09,18,5.67,27.00,102.02
rw,lower,pw,4,8,12,0,90.99,67.95,16,37,10,15,51.61,61.54,19,5.67,27.00,107.77
rw,lower,pw,4,8,12,0,91.93,69.23,17,37,10,14,54.84,62.96,20,5.67,27.00,113.46
rw,lower,pw,4,8,12,0,90.37,69.23,17,37,10,14,54.84,62.96,21,5.67,27.00,119.17
rw,lower,pw,4,8,12,0,88.82,69.23,15,39,8,16,48.39,65.22,22,5.68,27.00,124.98
rw,lower,pw,4,8,12,0,91.30,67.95,16,37,10,15,51.61,61.54,23,5.70,27.00,130.99
rw,lower,pw,4,8,12,0,92.55,66.67,15,37,10,16,48.39,60.00,24,5.69,27.00,136.61
rw,lower,pw,4,8,12,0,84.47,69.23,15,39,8,16,48.39,65.22,25,5.70,27.00,142.60
rw,lower,pw,4,8,12,0,87.58,64.10,16,34,13,15,51.61,55.17,26,5.68,27.00,147.65
rw,lower,pw,4,8,12,0,88.82,62.82,17,32,15,14,54.84,53.12,27,5.67,27.00,153.09
rw,lower,pw,4,8,12,0,90.06,70.51,16,39,8,15,51.61,66.67,28,5.67,27.00,158.75
rw,lower,pw,4,8,12,0,92.24,69.23,17,37,10,14,54.84,62.96,29,5.69,27.00,164.92
rw,lower,pw,4,8,12,0,93.48,69.23,17,37,10,14,54.84,62.96,30,5.69,27.00,170.73
rw,lower,pw,4,8,12,0,93.48,69.23,17,37,10,14,54.84,62.96,31,5.70,27.00,176.67
rw,lower,pw,4,8,12,0,94.10,69.23,17,37,10,14,54.84,62.96,32,5.71,27.00,182.65
rw,lower,pw,4,8,12,0,94.41,67.95,16,37,10,15,51.61,61.54,33,5.72,27.00,188.73
rw,lower,pw,4,8,12,0,94.41,67.95,16,37,10,15,51.61,61.54,34,5.72,27.00,194.36
rw,lower,pw,4,8,12,0,94.41,69.23,17,37,10,14,54.84,62.96,35,5.72,27.00,200.14
rw,lower,pw,4,8,12,0,93.79,67.95,16,37,10,15,51.61,61.54,36,5.71,27.00,205.62
rw,lower,pw,4,8,12,0,93.79,67.95,16,37,10,15,51.61,61.54,37,5.71,27.00,211.36
rw,lower,pw,4,8,12,0,93.79,67.95,16,37,10,15,51.61,61.54,38,5.71,27.00,217.07
