@relation rw-all

@attribute rname {PATH_TRAVERSAL_IN,CRLF_INJECTION_LOGS,XSS_SERVLET,XXE_DOCUMENT,PATH_TRAVERSAL_OUT,HTTPONLY_COOKIE,UNVALIDATED_REDIRECT,WEAK_TRUST_MANAGER,WEAK_HOSTNAME_VERIFIER,UNENCRYPTED_SOCKET,HARD_CODE_PASSWORD,COMMAND_INJECTION,SQL_INJECTION_JDBC,XXE_SAXPARSER,XXE_XMLREADER,INSECURE_COOKIE,HTTP_RESPONSE_SPLITTING}
@attribute sinkline numeric
@attribute sinkIdentifier {File,Logger.info,PrintWriter.write,FileInputStream,DocumentBuilder.parse,Log.debug,FileOutputStream,Logger.debug,HttpServletResponse.sendError,Logger.error,null,javax.servlet.http.HttpServletResponse.sendRedirect,Logger.warning,Logger.severe,FileReader,localhost,remotehost,FileWriter,Runtime.exec,Statement.executeQuery,Connection.prepareStatement,Statement.addBatch,Statement.execute,Statement.executeUpdate,Logger.warn,SAXParser.parse,XMLReader.parse,Logger.log,HttpServletResponse.setHeader,ProcessBuilder.command,Connection.nativeSQL,PrintWriter.println}
@attribute witnessLenght numeric
@attribute numClassesInvolved numeric
@attribute rank numeric
@attribute priority numeric
@attribute numBugs {null,1,2,3,10,4,6,5,21,17,9}
@attribute functions numeric
@attribute conditions numeric
@attribute time numeric
@attribute label {falsepositive,truepositive}

@data
CRLF_INJECTION_LOGS,116,Logger.warn,25,3,7,2,2,3,0,0,falsepositive
PATH_TRAVERSAL_IN,112,File,1,1,7,2,5,1,0,0,falsepositive
PATH_TRAVERSAL_OUT,217,FileOutputStream,1,1,7,2,5,1,0,0,falsepositive
PATH_TRAVERSAL_IN,329,File,19,3,5,1,5,17,3,0,falsepositive
PATH_TRAVERSAL_IN,329,File,19,3,5,1,5,17,3,0,truepositive
PATH_TRAVERSAL_IN,338,File,1,1,7,2,5,1,0,0,falsepositive
CRLF_INJECTION_LOGS,216,Logger.error,2,1,7,2,17,2,0,0,falsepositive
CRLF_INJECTION_LOGS,225,Logger.debug,2,1,7,2,17,2,0,0,falsepositive
CRLF_INJECTION_LOGS,273,Logger.warn,2,1,7,2,17,2,0,0,falsepositive
CRLF_INJECTION_LOGS,287,Logger.debug,7,1,7,2,17,8,0,0,falsepositive
CRLF_INJECTION_LOGS,299,Logger.debug,3,1,7,2,17,3,0,0,falsepositive
CRLF_INJECTION_LOGS,301,Logger.warn,2,1,7,2,17,2,0,0,falsepositive
CRLF_INJECTION_LOGS,306,Logger.debug,2,1,7,2,17,2,0,0,falsepositive
CRLF_INJECTION_LOGS,315,Logger.debug,7,1,7,2,17,10,0,0,falsepositive
CRLF_INJECTION_LOGS,317,Logger.warn,1,1,7,2,17,1,0,0,falsepositive
CRLF_INJECTION_LOGS,359,Logger.warn,2,1,7,2,17,2,0,0,falsepositive
CRLF_INJECTION_LOGS,381,Logger.debug,7,1,7,2,17,8,0,0,falsepositive
CRLF_INJECTION_LOGS,577,Logger.warn,6,1,7,2,17,6,0,0,falsepositive
CRLF_INJECTION_LOGS,598,Logger.debug,20,1,7,2,17,26,0,0,falsepositive
CRLF_INJECTION_LOGS,840,Logger.debug,18,1,7,2,17,19,0,0,falsepositive
PATH_TRAVERSAL_IN,184,File,1,1,7,2,3,0,0,0,falsepositive
PATH_TRAVERSAL_IN,192,File,1,1,7,2,3,1,0,0,falsepositive
XXE_XMLREADER,584,XMLReader.parse,0,0,7,2,1,0,0,0,truepositive
XXE_DOCUMENT,239,DocumentBuilder.parse,0,0,7,2,1,0,0,0,truepositive
XXE_DOCUMENT,152,DocumentBuilder.parse,0,0,7,2,1,0,0,0,truepositive
XXE_DOCUMENT,143,DocumentBuilder.parse,0,0,7,2,1,0,0,0,truepositive
XXE_DOCUMENT,83,DocumentBuilder.parse,0,0,7,2,1,0,0,0,truepositive
CRLF_INJECTION_LOGS,224,Logger.log,3,1,7,2,2,4,0,0,truepositive
CRLF_INJECTION_LOGS,229,Logger.log,2,1,7,2,2,2,0,0,truepositive
PATH_TRAVERSAL_IN,1664,File,4,2,5,1,1,3,1,0,falsepositive
PATH_TRAVERSAL_OUT,76,FileWriter,2,1,7,2,2,3,0,0,falsepositive
PATH_TRAVERSAL_OUT,77,FileWriter,2,1,7,2,2,3,0,0,falsepositive
PATH_TRAVERSAL_IN,46,File,1,1,7,2,2,1,0,0,falsepositive
SQL_INJECTION_JDBC,128,Connection.prepareStatement,1,1,7,2,2,1,0,0,falsepositive
SQL_INJECTION_JDBC,95,Connection.prepareStatement,1,1,7,2,2,1,0,0,falsepositive
INSECURE_COOKIE,372,null,0,0,7,2,null,0,0,0,truepositive
INSECURE_COOKIE,372,null,0,0,7,2,null,0,0,0,truepositive
XSS_SERVLET,100,HttpServletResponse.sendError,2,1,7,2,1,2,0,0,truepositive
UNVALIDATED_REDIRECT,1046,javax.servlet.http.HttpServletResponse.sendRedirect,1,1,5,1,null,3,0,0,truepositive
UNVALIDATED_REDIRECT,1048,javax.servlet.http.HttpServletResponse.sendRedirect,1,1,5,1,null,2,0,0,truepositive
PATH_TRAVERSAL_IN,487,File,2,1,7,2,null,2,0,0,truepositive
HTTP_RESPONSE_SPLITTING,124,HttpServletResponse.setHeader,4,1,7,2,null,6,0,0,truepositive
UNVALIDATED_REDIRECT,66,javax.servlet.http.HttpServletResponse.sendRedirect,1,1,7,2,null,4,0,0,truepositive
UNVALIDATED_REDIRECT,263,javax.servlet.http.HttpServletResponse.sendRedirect,1,1,7,2,2,4,0,0,truepositive
XSS_SERVLET,302,HttpServletResponse.sendError,1,1,7,2,2,2,0,0,falsepositive
UNVALIDATED_REDIRECT,390,javax.servlet.http.HttpServletResponse.sendRedirect,1,1,7,2,2,3,0,0,truepositive
UNVALIDATED_REDIRECT,418,javax.servlet.http.HttpServletResponse.sendRedirect,1,1,7,2,2,2,0,0,truepositive
HTTP_RESPONSE_SPLITTING,548,HttpServletResponse.setHeader,1,1,7,2,2,2,0,0,truepositive
XSS_SERVLET,606,HttpServletResponse.sendError,1,1,7,2,2,2,0,0,falsepositive
COMMAND_INJECTION,390,ProcessBuilder.command,37,2,12,2,9,23,0,0,falsepositive
COMMAND_INJECTION,217,Runtime.exec,6,1,12,2,5,8,0,0,falsepositive
SQL_INJECTION_JDBC,323,Statement.executeQuery,0,0,12,2,4,0,0,0,falsepositive
SQL_INJECTION_JDBC,338,Statement.executeUpdate,2,1,12,2,4,0,0,0,falsepositive
SQL_INJECTION_JDBC,132,Statement.executeQuery,4,1,10,1,null,3,0,0,truepositive
SQL_INJECTION_JDBC,190,Statement.executeQuery,4,1,10,1,null,3,0,0,truepositive
SQL_INJECTION_JDBC,247,Connection.prepareStatement,4,1,10,1,null,2,0,0,truepositive
SQL_INJECTION_JDBC,328,Statement.executeQuery,3,1,10,1,null,2,0,0,truepositive
SQL_INJECTION_JDBC,350,Statement.executeQuery,3,1,10,1,null,2,0,0,truepositive
SQL_INJECTION_JDBC,1330,Connection.prepareStatement,14,1,12,2,4,27,0,0,truepositive
SQL_INJECTION_JDBC,1380,Statement.execute,14,1,12,2,4,27,0,0,truepositive
SQL_INJECTION_JDBC,1453,Statement.execute,20,1,12,2,4,41,0,0,truepositive
SQL_INJECTION_JDBC,399,Statement.execute,3,1,12,2,null,2,0,0,falsepositive
SQL_INJECTION_JDBC,406,Statement.executeQuery,2,1,12,2,null,1,0,0,falsepositive
SQL_INJECTION_JDBC,487,Statement.execute,2,1,12,2,null,2,0,0,falsepositive
SQL_INJECTION_JDBC,489,Statement.executeQuery,1,1,12,2,null,1,0,0,falsepositive
SQL_INJECTION_JDBC,494,Statement.executeQuery,1,1,12,2,null,2,0,0,falsepositive
SQL_INJECTION_JDBC,271,Connection.prepareStatement,1,1,12,2,null,0,0,0,falsepositive
SQL_INJECTION_JDBC,291,Statement.executeQuery,2,1,12,2,null,0,0,0,falsepositive
SQL_INJECTION_JDBC,195,Statement.execute,2,1,12,2,null,3,0,0,falsepositive
SQL_INJECTION_JDBC,200,Statement.execute,2,1,12,2,null,3,0,0,falsepositive
SQL_INJECTION_JDBC,204,Statement.execute,2,1,12,2,null,3,0,0,falsepositive
SQL_INJECTION_JDBC,107,Statement.execute,2,1,12,2,null,1,0,0,falsepositive
SQL_INJECTION_JDBC,54,Statement.execute,1,1,12,2,null,0,0,0,falsepositive
SQL_INJECTION_JDBC,59,Statement.execute,1,1,12,2,null,1,0,0,falsepositive
SQL_INJECTION_JDBC,71,Statement.execute,1,1,12,2,null,1,0,0,falsepositive
SQL_INJECTION_JDBC,91,Statement.execute,2,1,12,2,null,1,0,0,falsepositive
SQL_INJECTION_JDBC,2200,Statement.execute,1,1,12,2,null,0,0,0,truepositive
SQL_INJECTION_JDBC,239,Statement.execute,2,1,10,1,null,2,0,0,falsepositive
SQL_INJECTION_JDBC,66,Statement.executeQuery,2,1,10,1,null,2,0,0,truepositive
SQL_INJECTION_JDBC,189,Connection.prepareStatement,7,1,10,1,null,9,0,0,truepositive
SQL_INJECTION_JDBC,253,Statement.execute,8,1,10,1,null,10,0,0,truepositive
SQL_INJECTION_JDBC,100,Statement.execute,3,1,10,1,null,3,1,0,falsepositive
SQL_INJECTION_JDBC,98,Statement.execute,3,1,10,1,null,3,1,0,falsepositive
SQL_INJECTION_JDBC,253,Connection.nativeSQL,1,1,12,2,null,1,0,0,falsepositive
SQL_INJECTION_JDBC,61,Statement.execute,3,1,10,1,null,4,0,0,falsepositive
SQL_INJECTION_JDBC,111,Connection.prepareStatement,3,1,12,2,null,1,0,0,falsepositive
SQL_INJECTION_JDBC,114,Connection.prepareStatement,3,1,12,2,null,1,0,0,falsepositive
SQL_INJECTION_JDBC,251,Statement.execute,3,1,12,2,null,3,0,0,falsepositive
SQL_INJECTION_JDBC,253,Connection.prepareStatement,3,1,12,2,null,3,0,0,falsepositive
SQL_INJECTION_JDBC,153,Statement.execute,3,1,10,1,null,2,0,0,falsepositive
SQL_INJECTION_JDBC,164,Statement.executeUpdate,4,1,10,1,2,4,0,0,truepositive
SQL_INJECTION_JDBC,165,Statement.executeUpdate,4,1,10,1,2,4,0,0,truepositive
SQL_INJECTION_JDBC,283,Statement.execute,10,2,10,1,4,5,0,0,truepositive
SQL_INJECTION_JDBC,139,Statement.execute,10,1,10,1,1,9,0,0,truepositive
SQL_INJECTION_JDBC,456,Statement.execute,7,1,10,1,1,7,0,0,truepositive
COMMAND_INJECTION,316,ProcessBuilder.command,2,1,12,2,5,2,0,0,falsepositive
PATH_TRAVERSAL_IN,104,File,0,0,5,1,null,0,0,0,truepositive
PATH_TRAVERSAL_IN,132,File,2,1,5,1,null,2,0,0,truepositive
PATH_TRAVERSAL_IN,563,File,6,2,5,1,null,1,0,0,truepositive
PATH_TRAVERSAL_IN,79,File,6,2,5,1,null,0,0,0,truepositive
PATH_TRAVERSAL_IN,100,File,1,1,7,2,null,0,0,0,truepositive
PATH_TRAVERSAL_IN,101,File,1,1,7,2,null,0,0,0,truepositive
PATH_TRAVERSAL_IN,102,File,1,1,7,2,null,0,0,0,truepositive
PATH_TRAVERSAL_IN,116,File,4,1,7,2,null,0,0,0,falsepositive
PATH_TRAVERSAL_IN,121,File,1,1,7,2,null,0,0,0,falsepositive
PATH_TRAVERSAL_IN,250,File,1,1,7,2,null,1,0,0,falsepositive
PATH_TRAVERSAL_IN,92,File,3,2,5,1,null,0,0,0,truepositive
PATH_TRAVERSAL_IN,97,File,1,1,7,2,null,0,0,0,truepositive
PATH_TRAVERSAL_IN,98,File,1,1,7,2,null,0,0,0,truepositive
PATH_TRAVERSAL_IN,99,File,1,1,7,2,null,0,0,0,truepositive
PATH_TRAVERSAL_IN,104,File,0,0,5,1,null,0,0,0,truepositive
PATH_TRAVERSAL_IN,106,File,0,0,5,1,null,0,0,0,truepositive
PATH_TRAVERSAL_IN,128,File,0,0,5,1,null,0,0,0,truepositive
PATH_TRAVERSAL_IN,136,File,0,0,5,1,null,0,0,0,truepositive
PATH_TRAVERSAL_IN,84,File,0,0,5,1,null,0,0,0,truepositive
PATH_TRAVERSAL_IN,135,File,1,1,7,2,null,1,0,0,truepositive
PATH_TRAVERSAL_IN,396,File,1,1,7,2,1,0,0,0,falsepositive
PATH_TRAVERSAL_IN,53,File,0,0,5,1,null,0,0,0,truepositive
PATH_TRAVERSAL_IN,59,File,0,0,5,1,null,0,0,0,truepositive
PATH_TRAVERSAL_IN,583,File,1,1,7,2,null,0,0,0,truepositive
PATH_TRAVERSAL_IN,337,File,1,1,7,2,null,1,0,0,truepositive
PATH_TRAVERSAL_IN,55,File,1,1,5,1,null,2,0,0,truepositive
PATH_TRAVERSAL_IN,85,File,0,0,5,1,null,0,0,0,truepositive
PATH_TRAVERSAL_IN,85,File,0,0,5,1,null,0,0,0,truepositive
HARD_CODE_PASSWORD,68,null,0,0,5,1,null,0,0,0,falsepositive
HARD_CODE_PASSWORD,374,null,0,0,5,1,null,0,0,0,falsepositive
SQL_INJECTION_JDBC,384,Statement.execute,10,1,7,2,null,11,0,0,truepositive
UNENCRYPTED_SOCKET,125,remotehost,0,0,7,2,null,0,0,0,truepositive
UNENCRYPTED_SOCKET,140,remotehost,0,0,7,2,null,0,0,0,truepositive
PATH_TRAVERSAL_IN,1040,File,0,0,7,2,6,0,0,0,falsepositive
PATH_TRAVERSAL_IN,506,File,0,0,5,1,null,0,0,0,truepositive
XSS_SERVLET,222,PrintWriter.println,1,1,7,2,null,1,0,0,truepositive
XSS_SERVLET,226,PrintWriter.println,1,1,7,2,null,1,0,0,truepositive
PATH_TRAVERSAL_IN,461,File,6,1,7,2,null,5,0,0,truepositive
PATH_TRAVERSAL_IN,151,File,1,1,5,1,null,2,0,0,truepositive
PATH_TRAVERSAL_IN,153,File,1,1,5,1,null,2,0,0,truepositive
PATH_TRAVERSAL_IN,193,File,3,1,5,1,null,3,0,0,truepositive
PATH_TRAVERSAL_IN,194,File,3,1,5,1,null,3,0,0,truepositive
PATH_TRAVERSAL_IN,299,File,1,1,5,1,null,1,0,0,truepositive
PATH_TRAVERSAL_IN,323,File,2,1,7,2,null,2,1,0,truepositive
PATH_TRAVERSAL_IN,324,File,3,1,7,2,null,2,1,0,truepositive
PATH_TRAVERSAL_IN,475,File,4,1,7,2,null,2,1,0,truepositive
PATH_TRAVERSAL_IN,480,File,4,1,7,2,null,2,1,0,truepositive
PATH_TRAVERSAL_IN,1057,File,4,1,7,2,null,3,0,0,truepositive
PATH_TRAVERSAL_IN,349,File,0,0,5,1,null,0,0,0,truepositive
SQL_INJECTION_JDBC,853,Statement.execute,1,1,5,1,null,1,0,0,truepositive
SQL_INJECTION_JDBC,268,Statement.execute,3,1,7,2,null,5,0,0,falsepositive
SQL_INJECTION_JDBC,272,Statement.execute,2,1,7,2,null,3,0,0,falsepositive
PATH_TRAVERSAL_IN,224,File,5,2,7,2,null,3,0,0,falsepositive
PATH_TRAVERSAL_IN,225,File,6,2,7,2,null,3,0,0,falsepositive
PATH_TRAVERSAL_IN,322,File,5,2,7,2,null,3,0,0,falsepositive
PATH_TRAVERSAL_IN,653,File,3,1,7,2,null,4,0,0,falsepositive
PATH_TRAVERSAL_IN,656,File,1,1,7,2,null,1,0,0,falsepositive
PATH_TRAVERSAL_IN,660,File,6,1,7,2,null,5,0,0,falsepositive
PATH_TRAVERSAL_IN,118,File,0,0,5,1,4,0,0,0,truepositive
PATH_TRAVERSAL_IN,471,File,1,1,7,2,4,1,0,0,falsepositive
PATH_TRAVERSAL_IN,94,File,0,0,5,1,4,0,0,0,truepositive
PATH_TRAVERSAL_IN,96,File,0,0,5,1,4,0,0,0,truepositive
PATH_TRAVERSAL_IN,198,File,5,1,7,2,1,5,0,0,falsepositive
